Date,1st mth,2nd mth,#Contr 1m,#Contr 2m,Tot contracts,"Weighted VIX futures (by the % of contracts, equivalent: to a 30 days VIX future)",Cont/Backw,VIX,VIX ST chg,VXX calc,VXX market,Diff,,,,Inv VIX ST chg ,XIV calc,XIV market,Diff,SVXY calc,SVXY market,Diff,2x VIX ST chg,UVXY calc,UVXY market,Diff,,,,Days Left until 1st vix future expiry,1st fut Vix forecast & Other,2nd fut Vix forecast & Other,VXX Sell signal,Fast moving average VIX futures,Slow moving average VIX futures,Fast moving average Cont/Backw,Slow moving average Cont/Backw,VIX Futures increasing,Cont/Backw increasing,High contango threshold crossed,High backwardation threshold crossed,High VIX futures,Low VIX futures,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 07, 2012",18.85,19.50,1096.85,1369.07,2465.91,19.21,3.33%,19.08,1.089,596.28,591.20,0.86%,,,,0.911,16.04,15.80,1.50%,30.37,31.23,-2.75%,1.179,162603.92,156700.00,3.77%,,,,10,,,-,17.81,17.35,4.35%,4.44%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,783499.980205,,,,31340,36500,365000,,,,,,,,,,,146.00,1460
"Thursday, November 08, 2012",18.50,19.30,987.16,1475.09,2462.26,18.98,4.15%,18.49,0.986,588.19,595.04,-1.15%,,,,1.014,16.25,15.66,3.78%,30.78,30.97,-0.62%,0.973,158196.34,158600.00,-0.25%,,,,9,,,TRUE,17.91,17.38,4.57%,4.17%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,792999.979965,,,,31720,36750,367500,,,,,,,,,,,147.00,1470
"Friday, November 09, 2012",18.60,19.60,877.48,1580.23,2457.71,19.24,5.10%,18.61,1.012,595.24,594.88,0.06%,,,,0.988,16.06,15.66,2.53%,30.41,30.99,-1.88%,1.024,161989.41,158500.00,2.20%,,,,8,,,TRUE,17.99,17.42,4.49%,4.02%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,792499.97998,,,,31700,36750,367500,,,,,,,,,,,147.00,1470
"Monday, November 12, 2012",17.10,18.35,767.79,1684.32,2452.12,17.96,6.81%,16.68,0.931,554.22,556.64,-0.43%,,,,1.069,17.16,16.65,3.07%,32.50,32.99,-1.48%,0.862,139667.95,138000.00,1.21%,,,,7,,,TRUE,18.00,17.44,4.90%,4.08%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,689999.98257,,,,27600,33000,330000,,,,,,,,,,,132.00,1320
"Tuesday, November 13, 2012",16.95,18.20,658.11,1786.53,2444.64,17.86,6.87%,16.65,0.992,549.59,557.60,-1.44%,,,,1.008,17.30,16.65,3.93%,32.77,32.92,-0.45%,0.983,137332.85,138300.00,-0.70%,,,,6,,,TRUE,18.03,17.48,5.34%,4.19%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,691499.98253,,,,27660,33250,332500,,,,,,,,,,,133.00,1330
"Wednesday, November 14, 2012",17.85,19.00,548.42,1888.69,2437.11,18.74,6.05%,17.92,1.046,574.79,576.00,-0.21%,,,,0.954,16.51,16.07,2.73%,31.27,31.80,-1.68%,1.092,149930.66,147050.00,1.96%,,,,5,,,TRUE,18.07,17.52,5.39%,4.28%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,735249.981425,,,,29410,33500,335000,,,,,,,,,,,134.00,1340
"Thursday, November 15, 2012",18.05,19.15,438.74,1991.73,2430.47,18.95,5.74%,17.99,1.008,579.63,581.12,-0.26%,,,,0.992,16.37,15.93,2.75%,31.00,31.45,-1.43%,1.017,152458.13,150250.00,1.47%,,,,4,,,TRUE,18.17,17.58,5.79%,4.39%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,751249.98102,,,,30050,34750,347500,,,,,,,,,,,139.00,1390
"Friday, November 16, 2012",16.75,18.20,329.05,2095.12,2424.17,18.00,7.97%,16.41,0.948,549.18,554.88,-1.03%,,,,1.052,17.23,16.63,3.59%,32.63,32.91,-0.86%,0.895,136441.48,136850.00,-0.30%,,,,3,,,TRUE,18.23,17.62,6.42%,4.83%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,684249.982715,,,,27370,32000,320000,,,,,,,,,,,128.00,1280
"Monday, November 19, 2012",15.25,16.60,219.37,2196.06,2415.43,16.48,8.13%,15.24,0.912,500.80,507.20,-1.26%,,,,1.088,18.74,18.08,3.67%,35.50,35.73,-0.65%,0.824,112406.69,113200.00,-0.70%,,,,2,,,TRUE,18.23,17.63,6.93%,5.22%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,565999.9857,,,,22640,27000,270000,,,,,,,,,,,108.00,1080
"Tuesday, November 20, 2012",15.15,16.40,109.68,2296.83,2406.51,16.34,7.62%,15.08,0.988,494.86,498.56,-0.74%,,,,1.012,18.96,18.37,3.23%,35.92,36.31,-1.09%,0.976,109742.75,108750.00,0.91%,,,,1,,,TRUE,18.21,17.63,7.06%,5.50%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,543749.986265,,,,21750,26250,262500,,,,,,,,,,,105.00,1050
"Wednesday, November 21, 2012",16.45,18.35,2398.15,0.00,2398.15,16.45,10.35%,15.31,1.003,496.35,501.44,-1.01%,,,,0.997,18.91,18.23,3.70%,35.81,36.07,-0.73%,1.006,110404.65,110250.00,0.14%,,,,19,,,TRUE,18.15,17.64,7.65%,5.93%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,551249.986075,,,,22050,26000,260000,,,,,,,,,,,104.00,1040
"Friday, November 23, 2012",16.10,17.90,2271.93,113.15,2385.08,16.19,10.06%,15.14,0.979,485.69,480.00,1.18%,,,,1.021,19.31,19.06,1.31%,36.57,37.65,-2.86%,0.957,105661.89,101000.00,4.62%,,,,18,,,TRUE,18.09,17.64,8.31%,6.38%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,504999.987245,,,,20200,23750,237500,,,,,,,,,,,95.00,950
"Monday, November 26, 2012",15.60,17.45,2145.71,226.68,2372.39,15.78,10.60%,15.5,0.970,470.89,475.84,-1.04%,,,,1.030,19.90,19.20,3.63%,37.68,37.96,-0.73%,0.939,99223.92,98900.00,0.33%,,,,17,,,TRUE,17.93,17.60,9.12%,6.70%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,494499.98751,,,,19780,22500,225000,,,,,,,,,,,90.00,900
"Tuesday, November 27, 2012",16.15,17.80,2019.50,339.51,2359.01,16.39,9.27%,15.92,1.033,486.33,485.76,0.12%,,,,0.967,19.24,18.78,2.46%,36.44,37.12,-1.82%,1.066,105736.09,102800.00,2.86%,,,,16,,,TRUE,17.81,17.56,9.34%,7.01%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,513999.987015,,,,20560,23250,232500,,,,,,,,,,,93.00,930
"Wednesday, November 28, 2012",15.50,17.30,1893.28,454.03,2347.31,15.85,10.40%,15.51,0.962,467.98,471.04,-0.65%,,,,1.038,19.97,19.31,3.40%,37.82,38.12,-0.79%,0.925,97755.88,97350.00,0.42%,,,,15,,,TRUE,17.69,17.54,9.72%,7.39%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,486749.987705,,,,19470,21750,217500,,,,,,,,,,,87.00,870
"Thursday, November 29, 2012",15.25,17.00,1767.06,567.12,2334.18,15.68,10.29%,15.06,0.984,460.26,465.60,-1.15%,,,,1.016,20.29,19.58,3.65%,38.44,38.64,-0.52%,0.967,94533.75,94550.00,-0.02%,,,,14,,,TRUE,17.56,17.51,10.16%,7.67%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,472749.988055,,,,18910,21500,215000,,,,,,,,,,,86.00,860
"Friday, November 30, 2012",15.55,17.15,1640.84,680.34,2321.18,16.02,9.33%,15.87,1.016,467.72,473.92,-1.31%,,,,0.984,19.96,19.22,3.87%,37.81,37.88,-0.18%,1.032,97598.32,97850.00,-0.26%,,,,13,,,-,17.41,17.47,9.99%,8.05%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,489249.98764,,,,19570,21750,217500,,,,,,,,,,,87.00,870
"Monday, December 03, 2012",16.40,17.70,1514.62,794.79,2309.41,16.85,7.34%,16.64,1.046,489.39,483.84,1.15%,,,,0.954,19.04,18.81,1.21%,36.06,37.18,-3.02%,1.093,106644.60,101800.00,4.76%,,,,12,,,-,17.39,17.47,9.54%,8.25%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,508999.98714,,,,20360,22500,225000,,,,,,,,,,,90.00,900
"Tuesday, December 04, 2012",16.50,17.90,1388.40,911.73,2300.14,17.05,7.82%,17.12,1.008,493.41,490.72,0.55%,,,,0.992,18.88,18.48,2.16%,35.76,36.48,-1.98%,1.017,108398.20,105350.00,2.89%,,,,11,,,-,17.34,17.47,9.08%,8.42%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,526749.986695,,,,21070,23500,235000,,,,,,,,,,,94.00,940
"Wednesday, December 05, 2012",16.10,17.35,1262.19,1028.08,2290.27,16.66,7.20%,16.46,0.973,479.93,482.56,-0.55%,,,,1.027,19.39,18.80,3.16%,36.73,37.08,-0.94%,0.945,102476.37,102050.00,0.42%,,,,10,,,-,17.25,17.47,8.73%,8.44%,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,510249.98711,,,,20410,22500,225000,,,,,,,,,,,90.00,900
"Thursday, December 06, 2012",16.40,17.65,1135.97,1145.21,2281.17,17.03,7.08%,16.58,1.018,488.52,488.64,-0.03%,,,,0.982,19.05,18.56,2.61%,36.07,36.65,-1.57%,1.036,106145.11,104000.00,2.06%,,,,9,,,-,17.22,17.48,8.18%,8.46%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,519999.986865,,,,20800,22750,227500,,,,,,,,,,,91.00,910
"Friday, December 07, 2012",16.00,17.25,1009.75,1262.49,2272.23,16.69,7.25%,15.87,0.977,477.07,471.04,1.28%,,,,1.023,19.49,19.25,1.25%,36.92,37.92,-2.65%,0.953,101171.01,96900.00,4.41%,,,,8,,,-,17.10,17.47,7.67%,8.53%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,484499.98776,,,,19380,21750,217500,,,,,,,,,,,87.00,870
"Monday, December 10, 2012",16.00,17.05,883.53,1379.56,2263.09,16.64,6.16%,16.05,0.993,473.58,478.08,-0.94%,,,,1.007,19.63,18.98,3.43%,37.18,37.46,-0.74%,0.985,99692.71,99400.00,0.29%,,,,7,,,-,16.99,17.45,7.14%,8.56%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,496999.987445,,,,19880,22000,220000,,,,,,,,,,,88.00,880
"Tuesday, December 11, 2012",15.55,16.50,757.31,1498.00,2255.31,16.18,5.76%,15.57,0.969,458.91,461.76,-0.62%,,,,1.031,20.24,19.61,3.20%,38.33,38.69,-0.93%,0.938,93519.92,92700.00,0.88%,,,,6,,,-,16.85,17.41,6.88%,8.42%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,463499.98829,,,,18540,20750,207500,,,,,,,,,,,83.00,830
"Wednesday, December 12, 2012",16.10,17.15,631.09,1616.95,2248.05,16.86,6.12%,15.95,1.038,476.47,473.12,0.71%,,,,0.962,19.46,19.13,1.73%,36.86,37.72,-2.28%,1.077,100679.13,97300.00,3.47%,,,,5,,,-,16.79,17.40,6.60%,8.29%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,486499.98771,,,,19460,21250,212500,,,,,,,,,,,85.00,850
"Thursday, December 13, 2012",16.60,17.35,504.87,1735.45,2240.32,17.18,4.32%,16.56,1.016,483.99,482.08,0.40%,,,,0.984,19.15,18.76,2.09%,36.28,37.01,-1.98%,1.032,103858.23,100850.00,2.98%,,,,4,,,-,16.76,17.39,6.11%,8.09%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,504249.98726,,,,20170,22000,220000,,,,,,,,,,,88.00,880
"Friday, December 14, 2012",16.85,17.20,378.66,1856.21,2234.86,17.14,2.03%,16.99,0.995,481.66,485.28,-0.75%,,,,1.005,19.24,18.64,3.24%,36.45,36.76,-0.85%,0.990,102859.76,102300.00,0.55%,,,,3,,,-,16.69,17.39,5.27%,7.57%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,511499.98708,,,,20460,22500,225000,,,,,,,,,,,90.00,900
"Monday, December 17, 2012",16.20,16.50,252.44,1979.86,2232.29,16.47,1.82%,16.34,0.960,462.15,468.64,-1.38%,,,,1.040,20.02,19.29,3.79%,37.92,38.00,-0.20%,0.919,94529.71,95250.00,-0.76%,,,,2,,,-,16.57,17.38,4.37%,7.05%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,476249.98797,,,,19050,21500,215000,,,,,,,,,,,86.00,860
"Tuesday, December 18, 2012",15.55,16.15,126.22,2103.78,2230.00,16.12,3.72%,15.57,0.978,451.85,450.40,0.32%,,,,1.022,20.47,20.01,2.28%,38.77,39.42,-1.66%,0.955,90314.52,88000.00,2.63%,,,,1,,,-,16.48,17.38,3.96%,6.62%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,439999.988885,,,,17600,19750,197500,,,,,,,,,,,79.00,790
"Wednesday, December 19, 2012",17.10,17.90,2225.31,0.00,2225.31,17.10,4.47%,17.36,1.059,478.41,476.64,0.37%,,,,0.941,19.26,18.87,2.07%,36.48,37.08,-1.61%,1.118,100933.11,98150.00,2.84%,,,,18,,,-,16.51,17.38,3.75%,6.32%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,490749.987605,,,,19630,21500,215000,,,,,,,,,,,86.00,860
"Thursday, December 20, 2012",17.50,18.15,2101.68,118.10,2219.79,17.53,3.58%,17.67,1.023,489.33,487.36,0.40%,,,,0.977,18.82,18.42,2.17%,35.65,36.22,-1.58%,1.046,105542.48,102850.00,2.62%,,,,17,,,-,16.56,17.38,3.32%,5.89%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,514249.98701,,,,20570,22500,225000,,,,,,,,,,,90.00,900
"Friday, December 21, 2012",18.25,18.55,1978.05,237.30,2215.36,18.28,1.62%,17.84,1.041,509.15,520.64,-2.21%,,,,0.959,18.06,17.21,4.91%,34.20,33.85,1.04%,1.081,114095.19,116400.00,-1.98%,,,,16,,,-,16.65,17.40,2.87%,5.35%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,581999.985295,,,,23280,25400,254000,,,,,,,,,,,101.60,1016
"Monday, December 24, 2012",18.65,18.95,1854.43,358.93,2213.36,18.70,1.58%,17.84,1.022,520.26,511.36,1.74%,,,,0.978,17.66,17.51,0.86%,33.45,34.47,-2.95%,1.044,119075.49,112750.00,5.61%,,,,15,,,-,16.77,17.39,2.80%,4.87%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,563749.98576,,,,22550,24575,245750,,,,,,,,,,,98.30,983
"Wednesday, December 26, 2012",19.50,19.55,1730.80,480.60,2211.40,19.51,0.26%,19.48,1.043,542.36,539.84,0.47%,,,,0.957,16.91,16.58,1.98%,32.03,32.62,-1.81%,1.085,129191.86,125350.00,3.06%,,,,14,,,-,16.95,17.41,2.54%,4.42%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,626749.984165,,,,25070,27450,274500,,,,,,,,,,,109.80,1098
"Thursday, December 27, 2012",19.10,19.40,1607.17,603.92,2211.09,19.18,1.55%,19.47,0.983,533.11,539.36,-1.16%,,,,1.017,17.20,16.58,3.71%,32.57,32.60,-0.08%,0.966,124791.32,125150.00,-0.29%,,,,13,,,-,17.08,17.42,2.18%,4.03%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,625749.98419,,,,25030,27825,278250,,,,,,,,,,,111.30,1113
"Friday, December 28, 2012",22.35,21.95,1483.54,725.63,2209.17,22.22,-1.82%,21.79,1.157,616.95,566.88,8.83%,,,,0.843,14.49,15.70,-7.71%,27.45,30.92,-11.23%,1.315,164041.76,137700.00,19.13%,,,,12,,,-,17.39,17.52,1.13%,3.47%,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,688499.982605,,,,27540,30225,302250,,,,,,,,,,,120.90,1209
"Monday, December 31, 2012",17.70,18.50,1359.91,851.51,2211.43,18.01,4.32%,18.02,0.811,500.52,508.96,-1.66%,,,,1.189,17.22,16.59,3.82%,32.63,32.72,-0.29%,0.623,102132.24,104500.00,-2.27%,,,,11,,,-,17.50,17.49,1.25%,3.30%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,522499.9868,,,,20900,23350,233500,,,,,,,,,,,93.40,934
"Wednesday, January 02, 2013",15.60,16.75,1236.28,969.80,2206.08,16.11,6.87%,14.68,0.892,446.55,448.80,-0.50%,,,,1.108,19.08,18.60,2.58%,36.14,36.73,-1.60%,0.784,80105.35,80350.00,-0.30%,,,,10,,,-,17.50,17.46,2.13%,3.27%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,401749.98985,,,,16070,18475,184750,,,,,,,,,,,73.90,739
"Thursday, January 03, 2013",15.90,16.95,1112.66,1084.94,2197.59,16.42,6.19%,14.56,1.016,453.45,450.08,0.75%,,,,0.984,18.78,18.48,1.64%,35.58,36.42,-2.30%,1.031,82583.49,79650.00,3.68%,,,,9,,,-,17.48,17.42,2.89%,3.27%,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,398249.98994,,,,15930,18375,183750,,,,,,,,,,,73.50,735
"Friday, January 04, 2013",15.30,16.70,989.03,1200.91,2189.93,16.07,8.38%,13.83,0.975,442.20,440.80,0.32%,,,,1.025,19.25,18.84,2.16%,36.46,37.17,-1.91%,0.950,78487.50,76500.00,2.60%,,,,8,,,TRUE,17.43,17.36,4.25%,3.44%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,382499.990335,,,,15300,17575,175750,,,,,,,,,,,70.30,703
"Monday, January 07, 2013",14.75,16.45,865.40,1314.17,2179.57,15.78,10.33%,13.79,0.977,432.07,440.32,-1.87%,,,,1.023,19.69,18.88,4.27%,37.29,37.15,0.38%,0.954,74893.54,76350.00,-1.91%,,,,7,,,TRUE,17.39,17.31,5.71%,3.70%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,381749.990355,,,,15270,17700,177000,,,,,,,,,,,70.80,708
"Tuesday, January 08, 2013",14.65,16.45,741.77,1425.02,2166.79,15.83,10.94%,13.62,0.998,431.12,434.88,-0.86%,,,,1.002,19.73,19.08,3.40%,37.37,37.58,-0.55%,0.996,74565.48,74800.00,-0.31%,,,,6,,,TRUE,17.33,17.23,7.84%,4.12%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,373999.99055,,,,14960,17250,172500,,,,,,,,,,,69.00,690
"Wednesday, January 09, 2013",14.70,16.40,618.14,1535.12,2153.27,15.91,10.37%,13.81,0.999,430.53,435.84,-1.22%,,,,1.001,19.75,19.04,3.75%,37.42,37.52,-0.26%,0.997,74361.29,74900.00,-0.72%,,,,5,,,TRUE,17.30,17.16,8.85%,4.64%,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,374499.99054,,,,14980,17125,171250,,,,,,,,,,,68.50,685
"Thursday, January 10, 2013",14.20,16.10,494.51,1645.94,2140.45,15.66,11.80%,13.49,0.978,421.20,425.12,-0.92%,,,,1.022,20.18,19.53,3.33%,38.23,38.46,-0.60%,0.957,71140.02,71350.00,-0.29%,,,,4,,,-,17.25,17.07,9.67%,5.26%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,356749.99099,,,,14270,16600,166000,,,,,,,,,,,66.40,664
"Friday, January 11, 2013",14.15,16.00,370.89,1754.98,2125.86,15.68,11.56%,13.36,0.994,418.74,423.36,-1.09%,,,,1.006,20.30,19.58,3.66%,38.45,38.57,-0.31%,0.988,70311.80,70800.00,-0.69%,,,,3,,,-,17.23,17.01,10.56%,5.75%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,353999.991055,,,,14160,16400,164000,,,,,,,,,,,65.60,656
"Monday, January 14, 2013",14.10,15.95,247.26,1864.31,2111.57,15.73,11.60%,13.52,0.997,417.40,416.48,0.22%,,,,1.003,20.36,19.91,2.26%,38.57,39.24,-1.71%,0.994,69861.72,68650.00,1.77%,,,,2,,,-,17.17,16.96,11.10%,6.20%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,343249.99133,,,,13730,15775,157750,,,,,,,,,,,63.10,631
"Tuesday, January 15, 2013",14.20,15.80,123.63,1973.60,2097.23,15.71,10.13%,13.55,0.991,413.82,416.64,-0.68%,,,,1.009,20.53,19.90,3.18%,38.90,39.22,-0.82%,0.983,68664.13,68350.00,0.46%,,,,1,,,-,17.10,16.89,11.07%,6.60%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,341749.991365,,,,13670,15675,156750,,,,,,,,,,,62.70,627
"Wednesday, January 16, 2013",15.50,17.10,2084.71,0.00,2084.71,15.50,9.36%,13.42,0.981,405.95,407.84,-0.46%,,,,1.019,20.92,20.31,3.01%,39.63,40.10,-1.16%,0.962,66052.28,65600.00,0.69%,,,,19,,,-,17.02,16.80,10.80%,7.09%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,327999.991715,,,,13120,14875,148750,,,,,,,,,,,59.50,595
"Thursday, January 17, 2013",15.70,17.00,1974.99,99.46,2074.44,15.76,7.65%,13.57,1.012,410.77,410.08,0.17%,,,,0.988,20.67,20.21,2.28%,39.16,39.82,-1.66%,1.024,67622.03,66250.00,2.07%,,,,18,,,-,16.99,16.75,10.35%,7.47%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,331249.99163,,,,13250,14875,148750,,,,,,,,,,,59.50,595
"Friday, January 18, 2013",14.65,16.30,1865.27,200.79,2066.05,14.81,10.12%,12.46,0.936,384.38,383.68,0.18%,,,,1.064,22.00,21.49,2.36%,41.67,42.32,-1.53%,0.872,58936.04,57800.00,1.97%,,,,17,,,-,16.93,16.71,10.07%,8.08%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,288999.9927,,,,11560,13200,132000,,,,,,,,,,,52.80,528
"Tuesday, January 22, 2013",14.05,15.40,1755.54,299.40,2054.94,14.25,8.77%,12.43,0.957,367.75,372.80,-1.35%,,,,1.043,22.95,22.11,3.79%,43.47,43.61,-0.31%,0.914,53836.91,54350.00,-0.94%,,,,16,,,-,16.79,16.66,9.60%,8.54%,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,271749.993135,,,,10870,12550,125500,,,,,,,,,,,50.20,502
"Wednesday, January 23, 2013",13.70,15.05,1645.82,399.50,2045.33,13.96,8.97%,12.46,0.976,358.74,362.72,-1.10%,,,,1.024,23.51,22.70,3.56%,44.53,44.74,-0.46%,0.951,51200.69,51450.00,-0.48%,,,,15,,,-,16.62,16.60,9.16%,9.21%,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,257249.9935,,,,10290,11725,117250,,,,,,,,,,,46.90,469
"Thursday, January 24, 2013",13.95,15.10,1536.10,499.38,2035.48,14.23,7.62%,12.69,1.014,363.87,364.80,-0.26%,,,,0.986,23.17,22.57,2.66%,43.90,44.48,-1.31%,1.029,52663.65,51900.00,1.47%,,,,14,,,-,16.43,16.55,8.75%,9.42%,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,259499.993445,,,,10380,11950,119500,,,,,,,,,,,47.80,478
"Friday, January 25, 2013",14.10,15.15,1426.38,600.75,2027.13,14.41,6.93%,12.89,1.008,366.92,367.20,-0.08%,,,,0.992,22.97,22.39,2.61%,43.52,44.14,-1.39%,1.017,53547.25,52800.00,1.42%,,,,13,,,-,16.23,16.52,8.34%,9.42%,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,263999.99333,,,,10560,12000,120000,,,,,,,,,,,48.00,480
"Monday, January 28, 2013",14.60,15.35,1316.66,702.87,2019.52,14.86,4.89%,13.57,1.027,376.93,377.12,-0.05%,,,,0.973,22.34,21.83,2.36%,42.33,42.90,-1.32%,1.055,56472.26,55750.00,1.30%,,,,12,,,-,16.00,16.48,7.88%,9.34%,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,278749.99296,,,,11150,12650,126500,,,,,,,,,,,50.60,506
"Tuesday, January 29, 2013",14.05,14.95,1206.94,807.23,2014.16,14.41,6.02%,13.31,0.967,364.53,365.76,-0.34%,,,,1.033,23.08,22.46,2.75%,43.72,44.26,-1.21%,0.934,52755.54,52250.00,0.97%,,,,11,,,-,15.78,16.44,7.20%,9.19%,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,261249.9934,,,,10450,11900,119000,,,,,,,,,,,47.60,476
"Wednesday, January 30, 2013",15.15,15.80,1097.21,910.34,2007.56,15.44,4.11%,14.32,1.068,389.39,388.32,0.27%,,,,0.932,21.50,21.07,2.05%,40.74,41.47,-1.77%,1.136,59951.77,58950.00,1.70%,,,,10,,,-,15.45,16.44,6.42%,8.80%,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,294749.992555,,,,11790,13350,133500,,,,,,,,,,,53.40,534
"Thursday, January 31, 2013",14.90,15.75,987.49,1015.55,2003.04,15.33,5.40%,14.38,0.990,385.63,389.44,-0.98%,,,,1.010,21.71,20.94,3.67%,41.13,41.28,-0.37%,0.981,58796.86,59250.00,-0.76%,,,,9,,,-,15.33,16.42,5.83%,8.46%,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,296249.992515,,,,11850,13350,133500,,,,,,,,,,,53.40,534
"Friday, February 01, 2013",14.30,15.40,877.77,1119.35,1997.12,14.92,7.14%,12.90,0.970,374.08,369.44,1.26%,,,,1.030,22.36,22.04,1.43%,42.36,43.37,-2.34%,0.940,55276.21,53200.00,3.90%,,,,8,,,-,15.27,16.37,5.75%,8.25%,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,265999.99328,,,,10640,12250,122500,,,,,,,,,,,49.00,490
"Monday, February 04, 2013",15.30,15.90,768.05,1221.23,1989.28,15.67,3.77%,14.67,1.046,391.38,394.88,-0.89%,,,,0.954,21.32,20.61,3.45%,40.39,40.54,-0.36%,1.093,60388.53,60500.00,-0.18%,,,,7,,,-,15.23,16.34,5.22%,7.75%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,302499.99236,,,,12100,13625,136250,,,,,,,,,,,54.50,545
"Tuesday, February 05, 2013",14.40,15.60,658.33,1326.81,1985.14,15.20,7.69%,13.72,0.968,378.93,378.72,0.05%,,,,1.032,22.00,21.49,2.36%,41.68,42.30,-1.47%,0.936,56546.53,55700.00,1.52%,,,,6,,,-,15.19,16.30,5.69%,7.51%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,278499.992965,,,,11140,12675,126750,,,,,,,,,,,50.70,507
"Wednesday, February 06, 2013",14.15,15.35,548.61,1428.10,1976.70,15.02,7.82%,13.41,0.984,372.71,376.80,-1.09%,,,,1.016,22.36,21.58,3.60%,42.36,42.49,-0.31%,0.967,54691.00,55100.00,-0.74%,,,,5,,,-,15.16,16.26,5.99%,7.27%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,275499.99304,,,,11020,12600,126000,,,,,,,,,,,50.40,504
"Thursday, February 07, 2013",14.10,15.35,438.89,1529.24,1968.13,15.07,8.14%,13.50,0.999,372.42,375.36,-0.78%,,,,1.001,22.37,21.65,3.34%,42.39,42.65,-0.61%,0.999,54606.55,54600.00,0.01%,,,,4,,,-,15.12,16.22,6.66%,7.15%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,272999.993105,,,,10920,12500,125000,,,,,,,,,,,50.00,500
