,XIV,,,,SVXY,ZIV,SVXY + ZIV
2013-03-13,256346.518228,0.295,XIV - 0.45,,251933.225825,190837.103307,210856.27028
2013-03-14,258449.878228,0.821,XIV - 0.80,,254039.950841,191062.463307,211749.772067
2013-03-15,258449.878228,0,XIV - 1.00,,254216.490841,190762.468307,211623.335228
2013-03-18,245227.078228,-5.116,XIV - 1.00,,241198.730841,187761.015801,205063.007324
2013-03-19,244697.878228,-0.216,GLD - 1.00,,240150.120841,189136.908309,205557.14023
2013-03-20,243595.947364,-0.45,None - 0.00,,239068.78018,188285.609916,204632.001109
2013-03-21,243595.947364,0,XIV - 0.80,,239068.78018,188285.609916,204632.001109
2013-03-22,244024.647364,0.176,XIV - 0.45,,239690.75768,189088.809916,205359.842359
2013-03-25,245374.247364,0.553,XIV - 0.80,,240679.26768,189455.537095,205949.1056
2013-03-26,250907.047364,2.255,XIV - 0.80,,246201.803709,191756.922098,209400.635583
2013-03-27,248791.297364,-0.843,XIV - 1.00,,244675.583709,190909.132098,208314.585583
2013-03-28,249639.457364,0.341,XIV - 1.00,,244197.808092,190097.795857,207634.877815
2013-04-01,248685.277364,-0.382,XIV - 1.00,,244463.233092,189972.949615,207654.293931
2013-04-02,256742.797364,3.24,XIV - 0.80,,252107.462475,191595.869615,211460.610047
2013-04-03,249026.907364,-3.005,XIV - 1.00,,244783.983466,190397.554608,208035.70001
2013-04-04,252873.867364,1.545,None - 0.00,,248902.328466,191897.788357,210473.19611
2013-04-05,252873.867364,0,XIV - 0.80,,248902.328466,191897.788357,210473.19611
2013-04-08,258272.337364,2.135,XIV - 1.00,,253884.528466,194006.193377,213605.199242
2013-04-09,262000.887364,1.444,XIV - 1.00,,257383.210966,196071.327119,216169.445342
2013-04-10,268605.127364,2.521,XIV - 1.00,,263765.097785,199512.677119,220644.1176925
2013-04-11,269350.557364,0.278,XIV - 1.00,,265206.638463,199199.877119,220975.5365915
2013-04-12,274355.587364,1.858,XIV - 1.00,,269878.263463,201514.590863,224123.9751925
2013-04-15,241775.767364,-11.875,XIV - 1.00,,238917.863463,192695.047118,207323.5990905
2013-04-16,252543.377364,4.454,None - 0.00,,249474.227773,200767.867118,216209.261439
2013-04-17,252543.377364,0,XIV - 0.35,,249474.227773,200767.867118,216209.261439
2013-04-18,248642.957364,-1.544,GLD - 1.00,,245039.068579,199833.067118,214058.6387235
2013-04-19,250786.3937,0.862,None - 0.00,,247152.084967,201556.474172,215903.7255695
2013-04-22,250786.3937,0,XIV - 0.80,,247152.084967,201556.474172,215903.7255695
2013-04-23,260817.2937,4,XIV - 0.80,,256636.909967,207025.828913,222766.743516
2013-04-24,259523.5813,-0.496,XIV - 1.00,,256501.109021,207704.824136,223143.60507
2013-04-25,257300.8713,-0.856,XIV - 1.00,,253473.009021,207900.507613,222171.1572255
2013-04-26,257187.8613,-0.044,XIV - 0.80,,253274.868879,209009.417613,222795.5602865
2013-04-29,258182.2613,0.387,XIV - 0.80,,254361.717936,209635.582831,223581.6868375
2013-04-30,260530.3213,0.909,XIV - 0.80,,256419.919483,210730.517617,225013.4055875
2013-05-01,251189.6543,-3.585,XIV - 1.00,,247528.315456,206669.062824,219247.1505875
2013-05-02,260251.3201,3.607,None - 0.00,,256357.115456,209744.272824,224366.5905875
2013-05-03,260251.3201,0,XIV - 1.00,,256357.115456,209744.272824,224366.5905875
2013-05-06,264367.2001,1.582,XIV - 1.00,,260593.724307,212881.072824,227869.3665145
2013-05-07,266903.0161,0.959,XIV - 1.00,,262628.062954,215494.685892,230241.609982
2013-05-08,265368.3181,-0.575,XIV - 1.00,,261206.936808,214775.939358,229274.501838
2013-05-09,260029.7581,-2.012,XIV - 1.00,,256274.378161,212096.999358,225803.117766
2013-05-10,262699.5181,1.027,XIV - 1.00,,258643.562959,209613.692823,225120.9780885
2013-05-13,264256.7381,0.593,XIV - 1.00,,260594.451811,208960.192823,225426.4490155
2013-05-14,266681.5521,0.918,XIV - 1.00,,262545.165664,209875.239359,226709.4440155
2013-05-15,264701.8361,-0.742,XIV - 1.00,,260761.805664,208372.176289,225121.1608705
2013-05-16,262032.5561,-1.008,XIV - 1.00,,257975.055664,207064.989361,223288.3190165
2013-05-17,268261.9961,2.377,XIV - 1.00,,264747.465664,209156.502825,227066.0224435
2013-05-20,264925.6961,-1.244,XIV - 1.00,,261180.75681,206607.469361,224174.5555885
2013-05-21,262590.0761,-0.882,XIV - 1.00,,259313.63431,202489.782825,220926.3340155
2013-05-22,259809.3261,-1.059,XIV - 0.55,,256359.425458,203928.136287,220743.0265155
2013-05-23,258769.2661,-0.4,XIV - 0.55,,255041.045458,202993.443477,219678.7934965
2013-05-24,258892.0461,0.047,XIV - 0.55,,255179.5943,202704.723477,219549.444997
2013-05-28,262635.0061,1.446,XIV - 0.55,,259042.4843,203499.799863,221456.7414965
2013-05-29,260391.3261,-0.854,GLD - 1.00,,256944.89038,204004.079863,220998.671231
2013-05-30,263964.886545,1.372,GLD - 1.00,,260471.70095,206803.462378,224031.803121
2013-05-31,258652.308456,-2.013,GLD - 1.00,,255228.622836,202641.803875,219522.644743
2013-06-03,263604.38272,1.915,GLD - 1.00,,260113.357178,206521.619381,223723.619877
2013-06-04,261158.304631,-0.928,GLD - 1.00,,257699.279064,204605.460878,221647.461499
2013-06-05,261712.509919,0.212,GLD - 1.00,,258246.234152,205039.602854,222117.854475
2013-06-06,263642.610364,0.737,GLD - 1.00,,260151.084722,206551.565369,223756.066365
2013-06-07,257431.860364,-2.356,GLD - 1.00,,254021.584722,201686.315369,218484.566365
2013-06-10,258693.7861,0.49,GLD - 1.00,,255266.35038,202674.999863,219555.091231
2013-06-11,257374.502276,-0.51,GLD - 1.00,,253965.006608,201641.376867,218435.907987
2013-06-12,259286.502276,0.743,GLD - 1.00,,255851.006608,203139.376867,220057.907987
2013-06-13,258311.391836,-0.376,GLD - 1.00,,254889.156038,202375.404357,219230.696097
2013-06-14,259630.648892,0.511,GLD - 1.00,,256190.473406,203409.006381,220349.856633
2013-06-17,258368.749924,-0.486,GLD - 1.00,,254945.734152,202421.002848,219279.354475
2013-06-18,255233.071836,-1.214,GLD - 1.00,,251852.696038,199964.284346,216619.276097
2013-06-19,252288.574628,-1.154,GLD - 1.00,,248946.699055,197657.350864,214119.84149
2013-06-20,238923.698452,-5.297,GLD - 1.00,,235756.572829,187186.33386,202775.074736
2013-06-21,241697.558017,1.161,GLD - 1.00,,238494.182269,189359.891355,205129.882856
2013-06-24,239554.992278,-0.886,GLD - 1.00,,236379.616605,187681.006858,203312.117987
2013-06-25,238675.014191,-0.367,GLD - 1.00,,235511.138493,186991.468357,202565.079611
2013-06-26,228746.540365,-4.16,GLD - 1.00,,225712.414717,179211.655359,194136.516363
2013-06-27,224267.786107,-1.958,GLD - 1.00,,221292.160384,175703.999856,190336.361235
2013-06-28,230338.334192,2.707,GLD - 1.00,,227280.288495,180458.998356,195487.60961
2013-07-01,234204.606536,1.679,GLD - 1.00,,231096.060939,183486.97236,198768.083114
2013-07-02,232137.49802,-0.883,GLD - 1.00,,229057.032267,181868.061354,197014.172858
2013-07-03,233458.14845,0.569,GLD - 1.00,,230359.742827,182902.363859,198134.724738
2013-07-05,228386.044622,-2.173,None - 0.00,,225356.539051,178930.010861,193831.12149
2013-07-08,228386.044622,0,XIV - 0.45,,225356.539051,178930.010861,193831.12149
2013-07-09,230595.944622,0.968,XIV - 0.65,,227520.573583,180235.616301,195437.811524
2013-07-10,232076.454622,0.642,XIV - 1.00,,228863.085643,180936.528513,196367.608176
2013-07-11,237899.164622,2.509,XIV - 1.00,,235337.190643,185240.694491,201421.156858
2013-07-12,235728.644622,-0.912,XIV - 1.00,,233006.245481,183447.588514,199451.825539
2013-07-15,240859.484622,2.177,XIV - 1.00,,237867.035561,186556.154492,203170.140539
2013-07-16,234151.284622,-2.785,XIV - 1.00,,231445.120643,180758.464492,197216.9281085
2013-07-17,242341.724622,3.498,XIV - 0.45,,239034.705485,184703.944492,202463.7854725
2013-07-18,244117.324622,0.733,XIV - 1.00,,240797.581559,185187.964492,203416.2696595
2013-07-19,249200.844622,2.082,XIV - 1.00,,245883.571559,184532.584492,204907.5159095
2013-07-22,254478.804622,2.118,XIV - 1.00,,251607.226385,187690.33045,208978.7169785
2013-07-23,255651.444622,0.461,XIV - 1.00,,252712.436209,189060.434493,210231.7532285
2013-07-24,252425.707422,-1.262,XIV - 1.00,,249814.651209,188047.744493,208530.5507285
2013-07-25,258681.404722,2.478,XIV - 1.00,,255537.111561,190668.83045,212271.36332
2013-07-26,259746.334722,0.412,XIV - 1.00,,256101.886383,191264.43045,212847.501978
2013-07-29,256238.904722,-1.35,XIV - 1.00,,253204.396383,191204.87045,211731.811978
2013-07-30,260831.274722,1.792,XIV - 1.00,,257526.516383,193646.818538,214841.104662
2013-07-31,266302.474722,2.098,XIV - 1.00,,263345.449062,196088.362583,218507.741097
2013-08-01,274995.994722,3.265,XIV - 1.00,,271740.7137,200911.114491,224596.660725
2013-08-02,281537.874722,2.379,XIV - 1.00,,278759.1537,202161.238538,227978.457069
2013-08-05,284954.574722,1.214,XIV - 1.00,,281899.6337,204482.512586,230573.8584135
2013-08-06,276462.504722,-2.98,XIV - 1.00,,273657.543888,200911.32449,225310.6620685
2013-08-07,273533.304722,-1.06,XIV - 1.00,,270222.293888,200494.61449,223775.1420685
2013-08-08,278025.204722,1.642,XIV - 1.00,,274320.891388,202161.448537,226325.1984125
2013-08-09,274217.634722,-1.37,XIV - 1.00,,270812.019073,200316.340441,223885.155818
2013-08-12,275389.434722,0.427,XIV - 1.00,,271916.451207,200613.990441,224479.26313
2013-08-13,277928.074722,0.922,XIV - 1.00,,275008.471575,198054.194488,224058.812162
2013-08-14,275584.954722,-0.843,XIV - 1.00,,271892.21889,196803.860442,222130.279474
2013-08-15,261427.154722,-5.137,XIV - 1.00,,258223.43889,191088.014488,213528.3595675
2013-08-16,266312.154722,1.869,GLD - 1.00,,262888.423711,193827.780444,216948.5968835
2013-08-19,265178.980806,-0.426,GLD - 1.00,,261769.49997,193002.980315,216025.7555505
2013-08-20,266053.704782,0.33,GLD - 1.00,,262633.223896,193639.663209,216738.5587905
2013-08-21,265298.284662,-0.284,GLD - 1.00,,261887.303526,193089.817679,216122.9749905
2013-08-22,266769.38677,0.555,GLD - 1.00,,263339.905859,194160.584656,217321.7604105
2013-08-23,270924.298818,1.557,None - 0.00,,267442.568007,197184.808868,220705.4639345
2013-08-26,270924.298818,0,XIV - 0.45,,267442.568007,197184.808868,220705.4639345
2013-08-27,261372.938818,-3.525,GLD - 1.00,,257696.648007,193758.874306,215000.0298155
2013-08-28,261297.272062,-0.029,GLD - 1.00,,257622.061062,193702.80412,214937.8007075
2013-08-29,259707.969358,-0.608,GLD - 1.00,,256055.438682,192525.107296,213630.7420355
2013-08-30,257342.969358,-0.911,GLD - 1.00,,253724.188682,190772.607296,211685.7420355
2013-09-03,260748.575034,1.323,GLD - 1.00,,257081.194277,193296.211502,214486.5467035
2013-09-04,257418.666386,-1.277,GLD - 1.00,,253798.805467,190828.699914,211747.9960395
2013-09-05,252764.333142,-1.808,GLD - 1.00,,249210.892412,187379.7701,207920.2251475
2013-09-06,256453.727466,1.46,GLD - 1.00,,252849.586814,190115.615891,210956.3704765
2013-09-09,255999.666386,-0.177,GLD - 1.00,,252402.005464,189778.909921,210582.9460365
2013-09-10,251894.028278,-1.604,GLD - 1.00,,248352.78733,186734.401324,207206.4275925
2013-09-11,251818.333142,-0.03,GLD - 1.00,,248278.132402,186678.2701,207144.1351365
2013-09-12,244193.575034,-3.028,GLD - 1.00,,240758.154268,181024.181503,200869.4266935
2013-09-13,244477.52882,0.116,GLD - 1.00,,241038.058,181234.634309,201102.9798075
2013-09-16,241884.113141,-1.061,GLD - 1.00,,238481.632402,179312.5201,198969.8851365
2013-09-17,241978.76882,0.039,GLD - 1.00,,238574.988003,179382.674309,199047.7398075
2013-09-18,252409.189355,4.31,GLD - 1.00,,248862.148668,187113.197294,207626.8020225
2013-09-19,251917.278815,-0.195,None - 0.00,,248376.997998,186748.424309,207221.9898075
2013-09-20,251917.278815,0,XIV - 1.00,,248376.997998,186748.424309,207221.9898075
2013-09-23,248947.378815,-1.179,XIV - 1.00,,245922.229231,186028.608772,205852.9931295
2013-09-24,249995.698815,0.421,GLD - 1.00,,246119.517999,186471.579846,206195.301898
2013-09-25,252185.617497,0.876,GLD - 1.00,,248275.537011,188105.54394,208002.154309
2013-09-26,250247.633001,-0.768,GLD - 1.00,,246367.552275,186660.5555,206404.167093
2013-09-27,252534.473001,0.914,GLD - 1.00,,248618.992275,188366.8355,208290.987093
2013-09-30,251003.437497,-0.606,GLD - 1.00,,247111.657011,187225.27394,207028.554309
2013-10-01,244046.023311,-2.772,GLD - 1.00,,240261.942735,182034.138278,201291.739103
2013-10-02,248835.357189,1.962,GLD - 1.00,,244977.176553,185605.76117,205241.272301
2013-10-03,249067.921065,0.093,GLD - 1.00,,245206.140369,185779.284062,205433.155499
2013-10-04,247808.219127,-0.506,GLD - 1.00,,243965.938461,184839.382616,204393.8039
2013-10-07,249959.399127,0.868,GLD - 1.00,,246083.818461,186444.442616,206168.6939
2013-10-08,249494.284941,-0.186,GLD - 1.00,,245625.904185,186097.406954,205784.938697
2013-10-09,246994.263003,-1.002,GLD - 1.00,,243164.582277,184232.065508,203722.227098
2013-10-10,243428.335251,-1.444,GLD - 1.00,,239653.854645,181571.419724,200780.060702
2013-10-11,240190.20719,-1.33,GLD - 1.00,,236465.826554,179156.60117,198109.732301
2013-10-14,240636.184946,0.186,GLD - 1.00,,236904.90419,179489.186954,198477.508697
2013-10-15,242381.286885,0.725,GLD - 1.00,,238623.006099,180790.5884,199916.610296
2013-10-16,242012.873007,-0.152,None - 0.00,,238260.292281,180515.845508,199612.797098
2013-10-17,242012.873007,0,XIV - 0.45,,238260.292281,180515.845508,199612.797098
2013-10-18,243019.703007,0.416,XIV - 1.00,,238745.196011,180888.963176,200022.567098
2013-10-21,241700.503007,-0.543,XIV - 1.00,,237484.173511,181716.003176,200046.057098
2013-10-22,240463.753007,-0.512,XIV - 0.80,,237091.396011,181509.238007,199772.003966
2013-10-23,239144.553007,-0.549,XIV - 1.00,,235768.402626,178945.542142,197717.498977
2013-10-24,242942.773007,1.588,XIV - 1.00,,238998.374344,181073.032142,200229.8958365
2013-10-25,243685.813007,0.306,XIV - 1.00,,239950.574344,180346.71733,200151.3989765
2013-10-28,242282.293007,-0.576,XIV - 1.00,,238170.374344,178894.082518,198597.1021165
2013-10-29,244428.853007,0.886,XIV - 1.00,,240240.624344,178842.18214,199350.8158355
2013-10-30,240631.093007,-1.554,XIV - 1.00,,237135.624344,177700.617707,197482.227757
2013-10-31,241869.643007,0.515,XIV - 1.00,,238377.766063,178686.517329,198549.9883355
2013-11-01,242365.003007,0.205,XIV - 1.00,,239826.957625,177026.037329,198094.6221165
2013-11-04,249712.843007,3.032,XIV - 1.00,,245726.449345,179516.757329,201839.665226
2013-11-05,250290.623007,0.231,XIV - 1.00,,246595.639345,179049.837329,201886.765226
2013-11-06,254293.813007,1.599,XIV - 1.00,,250362.129345,180606.53214,204257.462086
2013-11-07,245505.433007,-3.456,XIV - 1.00,,241691.963568,176923.057328,198739.790836
2013-11-08,255576.533007,4.102,XIV - 1.00,,251338.171848,181437.482139,205130.708336
2013-11-11,256649.293007,0.42,XIV - 1.00,,252517.501848,179881.087327,204636.2402255
2013-11-12,256896.853007,0.096,XIV - 1.00,,253034.751848,178376.562139,203922.000836
2013-11-13,257969.613007,0.418,XIV - 1.00,,253903.723572,178117.117328,204094.673336
2013-11-14,260939.973007,1.151,XIV - 1.00,,256841.720124,178013.332139,205146.4089755
2013-11-15,264404.973007,1.328,XIV - 1.00,,260213.774349,177546.322139,206143.197086
2013-11-18,263745.053007,-0.25,XIV - 1.00,,259841.444349,178169.017706,206378.631503
2013-11-19,260692.923007,-1.157,XIV - 1.00,,256738.694349,178324.677328,205295.670225
2013-11-20,266220.423007,2.12,XIV - 1.00,,261827.819349,180037.03695,208262.491446
2013-11-21,274716.893007,3.192,XIV - 1.00,,270741.985122,184083.692514,214093.196502
2013-11-22,278922.353007,1.531,XIV - 1.00,,274401.435312,187144.022514,217333.172088
2013-11-25,278015.403007,-0.325,XIV - 1.00,,273285.13685,187714.4877,217254.7440005
2013-11-26,276366.403007,-0.593,XIV - 1.00,,271755.363581,188077.5077,216893.928363
2013-11-27,276036.563007,-0.119,XIV - 1.00,,271610.655121,188025.632142,216807.6439755
2013-11-29,272820.623007,-1.165,XIV - 1.00,,268385.355121,187507.042514,215270.2752505
2013-12-02,270593.933007,-0.816,XIV - 1.00,,266379.621079,189581.432142,215764.4976985
2013-12-03,263913.863007,-2.469,XIV - 1.00,,259534.549351,188181.206956,212320.5426985
2013-12-04,266553.543007,1,XIV - 1.00,,262327.016077,189166.562514,213976.1077255
2013-12-05,264738.763007,-0.681,XIV - 1.00,,260320.813577,189581.432142,213466.1764495
2013-12-06,273895.153007,3.459,XIV - 0.35,,269339.473577,193056.062514,218989.0627255
2013-12-09,274645.513007,0.274,XIV - 1.00,,270019.566471,193672.822514,219620.4138235
2013-12-10,273086.753007,-0.568,XIV - 1.00,,268702.446471,192642.01736,218497.030703
2013-12-11,260286.953007,-4.687,XIV - 0.55,,256210.386471,188467.272206,211234.0638325
2013-12-12,259654.853007,-0.243,GLD - 1.00,,255610.161471,188297.177876,210903.5447665
2013-12-13,262023.414315,0.912,GLD - 1.00,,257941.662915,190013.921576,212827.3877065
2013-12-16,262696.745175,0.257,GLD - 1.00,,258604.76361,190502.179451,213374.2365265
2013-12-17,260437.865175,-0.86,GLD - 1.00,,256380.20361,188864.179451,211539.6765265
2013-12-18,258177.943002,-0.868,None - 0.00,,254155.641471,187226.177876,209704.0747615
2013-12-19,258177.943002,0,XIV - 1.00,,254155.641471,187226.177876,209704.0747615
2013-12-20,256253.443002,-0.745,XIV - 1.00,,252839.825991,188227.982885,209793.666775
2013-12-23,265415.253002,3.575,XIV - 1.00,,261916.156232,191133.192867,215027.5050385
2013-12-24,270725.493002,2.001,XIV - 1.00,,266907.166232,194488.562883,218954.1010105
2013-12-26,274957.743002,1.563,XIV - 1.00,,271549.358495,195089.397876,221103.6550395
2013-12-27,271649.753002,-1.203,XIV - 1.00,,267623.845995,195640.167876,219917.1175395
2013-12-30,266802.533002,-1.784,XIV - 1.00,,263523.773731,193487.157876,217051.040525
2013-12-31,267264.293002,0.173,XIV - 1.00,,263678.541469,195740.312883,218454.231496
2014-01-02,262184.933002,-1.901,XIV - 0.55,,258436.030993,193887.72789,215326.9172605
2014-01-03,263031.533002,0.323,XIV - 0.20,,259287.235249,193832.645136,215622.4772605
2014-01-06,263691.583002,0.251,XIV - 0.55,,259900.576206,194383.195136,216187.660414
2014-01-07,266951.203002,1.236,XIV - 0.55,,263211.234614,196180.372413,218536.954537
2014-01-08,266702.983002,-0.093,XIV - 0.55,,262971.964631,196423.555115,218589.22757
2014-01-09,266247.583002,-0.171,XIV - 0.55,,262597.204631,195478.547015,217881.4827445
2014-01-10,269605.843002,1.261,XIV - 1.00,,265953.249631,196481.625148,219776.175082
2014-01-13,260130.373002,-3.515,XIV - 1.00,,256820.797133,191524.535332,213290.808832
2014-01-14,270729.253002,4.074,None - 0.00,,266949.832127,195009.940059,219289.531744
2014-01-15,270729.253002,0,XIV - 0.55,,266949.832127,195009.940059,219289.531744
2014-01-16,269823.293002,-0.335,XIV - 0.55,,266194.651265,194873.942779,218915.209964
2014-01-17,269658.093002,-0.061,XIV - 0.55,,265945.767117,194193.442779,218415.3333515
2014-01-21,271434.853002,0.659,XIV - 0.55,,267585.412117,195012.440049,219538.104236
2014-01-22,273654.253002,0.818,XIV - 0.55,,269825.937117,196780.442769,221456.2420945
2014-01-23,269735.533002,-1.432,XIV - 0.55,,265847.005321,196105.442769,219507.9052885
2014-01-24,256471.813002,-4.917,GLD - 1.00,,252761.901167,192233.002769,212138.6836795
2014-01-27,253710.72885,-1.077,GLD - 1.00,,250040.717075,190163.519657,209855.0702455
2014-01-28,253689.964698,-0.008,GLD - 1.00,,250020.252983,190147.956545,209837.8968115
2014-01-29,256845.493002,1.244,GLD - 1.00,,253130.181167,192513.082769,212447.7436795
2014-01-30,251240.284698,-2.182,GLD - 1.00,,247605.972983,188311.876545,207811.8368115
2014-01-31,251904.602622,0.264,GLD - 1.00,,248260.690937,188809.794989,208361.2750945
2014-02-03,254458.090926,1.014,GLD - 1.00,,250777.279121,190723.681213,210473.1919625
2014-02-04,253773.006774,-0.269,GLD - 1.00,,250102.095029,190210.198101,209906.5785285
2014-02-05,254395.813002,0.245,GLD - 1.00,,250715.901167,190677.002769,210421.6836795
2014-02-06,254292.006774,-0.041,GLD - 1.00,,250613.595029,190599.198101,210335.8285285
2014-02-07,256222.686774,0.759,GLD - 1.00,,252516.375029,192046.278101,211932.6385285
2014-02-10,257779.686774,0.608,GLD - 1.00,,254050.875029,193213.278101,213220.3885285
2014-02-11,260769.133002,1.16,GLD - 1.00,,256997.121167,195453.922769,215692.8736795
2014-02-12,260914.380927,0.056,GLD - 1.00,,257140.269122,195562.771214,215813.0619625
2014-02-13,263113.876777,0.843,GLD - 1.00,,259307.965032,197211.068104,217633.0785285
2014-02-14,266558.385077,1.309,GLD - 1.00,,262702.673212,199792.374324,220481.6453925
2014-02-18,267077.135077,0.195,GLD - 1.00,,263213.923212,200181.124324,220910.6453925
2014-02-19,264732.374702,-0.878,GLD - 1.00,,260903.062987,198423.966549,218971.5568125
2014-02-20,267492.126777,1.042,GLD - 1.00,,263622.915032,200492.118104,221253.8385285
2014-02-21,267450.635077,-0.016,GLD - 1.00,,263582.023212,200461.024324,221219.5253925
2014-02-24,270376.391302,1.094,GLD - 1.00,,266465.479347,202653.578989,223639.0905405
2014-02-25,270832.895452,0.169,GLD - 1.00,,266915.383437,202995.682099,224016.6139725
2014-02-26,268550.383002,-0.843,GLD - 1.00,,264665.871167,201285.172769,222129.0036765
2014-02-27,268737.124702,0.07,GLD - 1.00,,264849.912987,201425.116549,222283.4368125
2014-02-28,267533.637152,-0.448,GLD - 1.00,,263663.825257,200523.225879,221288.1671085
2014-03-03,273073.866402,2.071,GLD - 1.00,,269123.954807,204675.060329,225869.8699485
2014-03-04,269734.726402,-1.223,GLD - 1.00,,265833.114807,202171.510329,223107.1099485
2014-03-05,270170.488852,0.162,GLD - 1.00,,266262.577077,202498.069659,223467.4802445
2014-03-06,272826.486777,0.983,GLD - 1.00,,268880.175032,204488.468104,225663.9585285
2014-03-07,270586.562629,-0.821,GLD - 1.00,,266672.650944,202809.064994,223810.6750965
2014-03-10,270669.581304,0.031,GLD - 1.00,,266754.469349,202871.278989,223879.3305405
2014-03-11,272184.323004,0.56,GLD - 1.00,,268247.311169,204006.422769,225132.0036765
2014-03-12,276126.810554,1.448,GLD - 1.00,,272132.798899,206960.913439,228392.3933805
2014-03-13,277060.135442,0.338,GLD - 1.00,,273052.623427,207660.682099,229164.6139725
2014-03-14,278905.993368,0.666,GLD - 1.00,,274871.781383,209043.740545,230691.8522565
2014-03-17,275877.93885,-1.086,GLD - 1.00,,271887.527075,206774.889667,228187.9402515
2014-03-18,273762.450554,-0.767,GLD - 1.00,,269802.638899,205188.783447,226437.6133875
2014-03-19,268515.232628,-1.917,GLD - 1.00,,264631.320943,201254.635002,222096.1351035
2014-03-20,268037.993003,-0.178,GLD - 1.00,,264160.981168,200896.992777,221701.4636835
2014-03-21,269303.743003,0.472,GLD - 1.00,,265408.431168,201845.542777,222748.2236835
2014-03-24,264551.990928,-1.764,GLD - 1.00,,260725.379123,198284.591222,218818.5819675
2014-03-25,265029.249228,0.18,None - 0.00,,261195.737303,198642.247442,219213.2688315
2014-03-26,265029.249228,0,XIV - 0.65,,261195.737303,198642.247442,219213.2688315
2014-03-27,267080.529228,0.774,XIV - 0.45,,263340.737303,199479.747442,220518.5813315
2014-03-28,268533.889228,0.544,XIV - 0.45,,264523.341245,199942.538186,221239.0770085
2014-03-31,272239.839228,1.38,XIV - 1.00,,268168.945165,201765.070493,223708.1398795
2014-04-01,281192.139228,3.288,XIV - 1.00,,277165.336597,204706.260635,228837.7530265
2014-04-02,279317.079228,-0.667,XIV - 1.00,,275238.203032,204249.960635,227846.7598805
2014-04-03,279487.559228,0.061,XIV - 1.00,,275623.681598,205314.655565,228648.9898805
2014-04-04,273520.759228,-2.135,XIV - 1.00,,269842.306598,203590.855565,225455.7998805
2014-04-07,267382.759228,-2.244,XIV - 1.00,,263931.076598,201765.650495,222151.971734
2014-04-08,272243.149228,1.818,XIV - 0.45,,268686.871598,204250.450637,225440.593028
2014-04-09,275465.389228,1.184,XIV - 0.45,,271539.571598,205071.612918,226998.194444
2014-04-10,267979.009228,-2.718,XIV - 1.00,,264291.042793,202756.210648,222891.491636
2014-04-11,259621.249228,-3.119,XIV - 0.45,,256104.191549,202244.400412,219586.733443
2014-04-14,260600.999228,0.377,GLD - 1.00,,257050.027608,202658.940412,220190.272006
2014-04-15,255840.879228,-1.827,None - 0.00,,252353.627608,198956.100412,216166.472006
2014-04-16,255840.879228,0,XIV - 0.45,,252353.627608,198956.100412,216166.472006
2014-04-17,257486.529228,0.643,XIV - 1.00,,253972.391287,198867.578199,216712.072006
2014-04-21,262486.209228,1.942,XIV - 1.00,,258799.023175,199458.093278,218872.438463
2014-04-22,262969.929228,0.184,XIV - 1.00,,259488.365065,199064.42312,218887.5489845
2014-04-23,261841.249228,-0.429,XIV - 1.00,,258150.223175,198621.53312,218117.069506
2014-04-24,258697.069228,-1.201,XIV - 1.00,,255149.515065,198080.108198,216666.743463
2014-04-25,256681.319228,-0.779,XIV - 1.00,,253324.556287,197834.01312,215835.8400275
2014-04-28,262326.119228,2.199,XIV - 1.00,,258759.580063,200196.568198,219311.1309615
2014-04-29,267010.141228,1.786,XIV - 1.00,,263382.280063,201968.133119,222121.128983
2014-04-30,266760.250228,-0.094,XIV - 1.00,,263017.391281,201623.663119,221773.720025
2014-05-01,266760.250228,0,XIV - 1.00,,263301.198172,202164.958356,222211.752941
2014-05-02,267969.400228,0.453,XIV - 1.00,,264760.826281,200836.30804,221939.878046
2014-05-05,270871.360228,1.083,XIV - 1.00,,267395.934389,202164.958356,223737.363983
2014-05-06,269098.160228,-0.655,XIV - 1.00,,265044.896282,201476.023277,222438.333983
2014-05-07,273692.360228,1.707,XIV - 1.00,,270558.336282,203641.273119,225821.860025
2014-05-08,273611.770228,-0.029,XIV - 1.00,,269788.258176,204034.863279,225776.5434635
2014-05-09,279333.660228,2.091,XIV - 1.00,,275706.360069,206199.678039,229310.5345045
2014-05-12,287632.370228,2.971,XIV - 1.00,,283568.218174,208413.663279,233598.9284645
2014-05-13,286907.420228,-0.252,XIV - 1.00,,282919.970071,208315.27836,233296.9724255
2014-05-14,288276.770228,0.477,XIV - 1.00,,284500.046968,207134.728198,233161.097945
2014-05-15,285215.870228,-1.062,XIV - 1.00,,281137.741274,206888.783117,231757.042523
2014-05-16,291741.230228,2.288,XIV - 1.00,,287903.738171,209004.383117,235576.7070035
2014-05-19,295284.990228,1.215,XIV - 1.00,,291346.663171,210971.973279,238067.3759655
2014-05-20,297539.830228,0.764,XIV - 1.00,,293857.671271,211365.503117,239244.7950225
2014-05-21,302209.990228,1.57,XIV - 1.00,,298110.155071,212791.728035,241704.869504
2014-05-22,302451.520228,0.08,XIV - 1.00,,298393.611972,210283.538199,240271.0729485
2014-05-23,304625.290228,0.719,XIV - 1.00,,300661.076266,210037.588199,240965.337004
2014-05-27,313963.290228,3.065,XIV - 1.00,,309852.29007,211759.23328,245447.8004485
2014-05-28,314929.050228,0.308,XIV - 1.00,,310702.26507,211464.163116,245583.6164845
