,XIV,,,,SVXY,ZIV,SVXY + ZIV
2017-05-24,1036714.797605,2.507,XIV - 1.00,,1021661.701134,355750.346636,547391.024364999
2017-05-25,1026445.587605,-0.991,XIV - 1.00,,1009673.192628,354770.066636,543221.919549999
2017-05-26,1044386.967605,1.748,XIV - 1.00,,1026896.932375,355859.28842,548986.446450999
2017-05-30,1050366.507605,0.573,XIV - 1.00,,1034513.342637,361304.28842,555038.372423499
2017-05-31,1041397.887605,-0.854,XIV - 1.00,,1025970.357372,361140.94931,552445.041633499
2017-06-01,1067655.867605,2.521,XIV - 1.00,,1050078.077372,364571.282975,561857.930107499
2017-06-02,1064016.987605,-0.341,XIV - 1.00,,1047826.687914,362611.437531,559821.908216999
2017-06-05,1059468.387605,-0.427,XIV - 1.00,,1042529.167378,363155.832087,558669.477424499
2017-06-06,1036593.667605,-2.159,XIV - 1.00,,1020146.78089,359290.597531,549448.673582499
2017-06-07,1046993.667605,1.003,XIV - 1.00,,1030611.924137,360434.042086,553291.173582499
2017-06-08,1070130.107605,2.21,XIV - 1.00,,1054852.117383,364790.058421,563395.648950499
2017-06-09,1055055.907605,-1.409,XIV - 1.00,,1038960.464411,365062.231201,558977.889376999
2017-06-12,1043098.667605,-1.133,XIV - 1.00,,1027834.704146,363918.996645,554943.804744999
2017-06-13,1079625.857605,3.502,XIV - 1.00,,1063002.8209,366749.898421,567142.166270999
2017-06-14,1084303.697605,0.433,XIV - 1.00,,1066247.04469,369852.978421,570272.562065999
2017-06-15,1071569.577605,-1.174,XIV - 1.00,,1054263.966172,368709.953864,565989.858588999
2017-06-16,1081965.577605,0.97,XIV - 1.00,,1065719.227387,372411.873864,571924.995296499
2017-06-19,1113930.817605,2.954,XIV - 1.00,,1096374.391177,378889.016649,585387.661886499
2017-06-20,1085612.617605,-2.542,XIV - 1.00,,1068574.604415,377528.516649,576363.665726499
2017-06-21,1095358.117605,0.898,XIV - 1.00,,1077313.717379,380303.947533,580857.073769499
2017-06-22,1106402.167605,1.008,XIV - 1.00,,1089031.051179,377691.771207,582412.445545499
2017-06-23,1117964.157605,1.045,XIV - 1.00,,1099357.444701,381773.271207,588287.637865499
2017-06-26,1141735.857605,2.126,XIV - 1.00,,1123384.454415,388086.012975,599711.664745499
2017-06-27,1103554.077605,-3.344,XIV - 1.00,,1083944.207355,384114.061211,585468.974745499
2017-06-28,1134475.037605,2.802,None - 0.00,,1117044.207355,388684.522975,598294.590105499
2017-06-29,1134475.037605,0,XIV - 1.00,,1117044.207355,388684.522975,598294.590105499
2017-06-30,1152106.757605,1.554,GLD - 1.00,,1137364.765287,390003.35045,605022.920391999
2017-07-03,1133455.227941,-1.619,GLD - 1.00,,1118952.555747,383690.317179,595228.165316999
2017-07-05,1137611.187606,0.367,GLD - 1.00,,1123055.625289,385097.280451,597410.850392999
2017-07-06,1137127.976266,-0.042,GLD - 1.00,,1122578.613453,384933.743535,597157.120692999
2017-07-07,1125626.606936,-1.011,GLD - 1.00,,1111224.804371,381041.246993,591117.860542999
2017-07-10,1127463.166268,0.163,GLD - 1.00,,1113037.803455,381662.933537,592082.310694999
2017-07-11,1128913.0856,0.129,GLD - 1.00,,1114469.122539,382153.740081,592843.720846999
2017-07-12,1132876.106936,0.351,GLD - 1.00,,1118381.304371,383495.246993,594924.860542999
2017-07-13,1130846.256602,-0.179,None - 0.00,,1116377.493913,382808.130265,593858.905618999
2017-07-14,1130846.256602,0,XIV - 0.35,,1116377.493913,382808.130265,593858.905618999
2017-07-17,1141198.446602,0.915,XIV - 0.55,,1126478.498463,384870.37479,598230.653008999
2017-07-18,1148199.726602,0.614,XIV - 0.55,,1134846.599559,383223.749112,599464.685031999
2017-07-19,1155575.046602,0.642,XIV - 0.55,,1141625.880636,383508.746262,601625.533875999
2017-07-20,1161349.096602,0.5,XIV - 1.00,,1147536.82236,384391.640502,603961.216024499
2017-07-21,1170943.096602,0.826,XIV - 1.00,,1156727.472,384650.064657,606807.403183499
2017-07-24,1191728.406602,1.775,XIV - 0.55,,1176366.286822,390491.060502,616623.224130499
2017-07-25,1189023.206602,-0.227,XIV - 0.55,,1173389.389899,390263.694818,615599.903110999
2017-07-26,1187939.046602,-0.091,XIV - 0.35,,1172834.471521,391685.194818,616443.695164999
2017-07-27,1185177.446602,-0.232,GLD - 1.00,,1169080.880353,391883.636622,615498.718995999
2017-07-28,1193992.056396,0.744,GLD - 1.00,,1177775.790014,394797.83986,620076.124081999
2017-07-31,1194579.676808,0.049,GLD - 1.00,,1178355.430692,394992.113384,620381.273909999
2017-08-01,1193600.296396,-0.082,GLD - 1.00,,1177389.350014,394668.31986,619872.684081999
2017-08-02,1191151.796396,-0.205,GLD - 1.00,,1174974.100014,393858.81986,618601.184081999
2017-08-03,1193012.597632,0.156,GLD - 1.00,,1176809.632048,394474.020432,619567.493565999
2017-08-04,1183806.296396,-0.772,GLD - 1.00,,1167728.350014,391430.31986,614786.684081999
2017-08-07,1182435.136396,-0.116,GLD - 1.00,,1166375.810014,390976.99986,614074.644081999
2017-08-08,1185863.376601,0.29,GLD - 1.00,,1169757.500352,392110.296622,615854.738995999
2017-08-09,1200064.647219,1.198,GLD - 1.00,,1183765.921369,396805.386908,623229.423737999
2017-08-10,1208878.357012,0.734,GLD - 1.00,,1192459.931029,399719.590146,627806.828823999
2017-08-11,1214557.736596,0.47,GLD - 1.00,,1198062.170347,401597.636622,630756.138993999
2017-08-14,1206038.66722,-0.701,GLD - 1.00,,1189658.81137,398781.436911,626332.173738999
2017-08-15,1196833.296185,-0.763,GLD - 1.00,,1180578.45967,395737.733101,621552.299163999
2017-08-16,1205549.066185,0.728,GLD - 1.00,,1189175.85967,398619.553101,626078.839163999
2017-08-17,1211620.67722,0.504,GLD - 1.00,,1195165.01137,400627.096911,629231.513738999
2017-08-18,1209760.24618,-0.154,GLD - 1.00,,1193329.849665,400012.083096,628265.389163999
2017-08-21,1214264.556388,0.372,GLD - 1.00,,1197772.980006,401501.559858,630604.484078999
2017-08-22,1208878.927012,-0.444,GLD - 1.00,,1192460.501029,399721.200147,627807.718823999
2017-08-23,1213383.23722,0.373,GLD - 1.00,,1196903.63137,401210.676909,630146.813738999
2017-08-24,1209662.306596,-0.307,GLD - 1.00,,1193233.240347,399980.62662,628214.528993999
2017-08-25,1214068.67722,0.364,GLD - 1.00,,1197579.76137,401437.716906,630502.763738999
2017-08-28,1233163.116388,1.573,GLD - 1.00,,1216414.850006,407749.879854,640418.534078999
2017-08-29,1230519.777228,-0.214,GLD - 1.00,,1213807.421378,406875.876906,639045.833742999
2017-08-30,1229932.346601,-0.048,GLD - 1.00,,1213227.970352,406681.666617,638740.808994999
2017-08-31,1244227.19681,1.162,GLD - 1.00,,1227328.640694,411407.68338,646163.443910999
2017-09-01,1246576.77723,0.189,None - 0.00,,1229646.30138,412184.556906,647383.593742999
2017-09-05,1246576.77723,0,XIV - 0.80,,1229646.30138,412184.556906,647383.593742999
2017-09-06,1269648.21723,1.851,GLD - 1.00,,1256139.935658,410850.299113,653570.646220499
2017-09-07,1282732.126614,1.031,GLD - 1.00,,1269083.9243,415083.561562,660305.321934499
2017-09-08,1281146.32697,-0.124,GLD - 1.00,,1267515.08508,414570.428734,659489.141530499
2017-09-11,1263504.756881,-1.377,None - 0.00,,1250062.194885,408861.971941,650409.366631499
2017-09-12,1263504.756881,0,XIV - 1.00,,1250062.194885,408861.971941,650409.366631499
2017-09-13,1304437.876881,3.24,XIV - 1.00,,1293293.704885,416018.399401,667739.909967499
2017-09-14,1284339.866881,-1.541,XIV - 1.00,,1275948.165073,413483.121937,661035.064967499
2017-09-15,1308778.956881,1.903,XIV - 1.00,,1299578.674985,415567.673767,669156.802472499
2017-09-18,1363433.976881,4.176,XIV - 1.00,,1355203.849938,425539.876303,692019.928294999
2017-09-19,1366324.576881,0.212,XIV - 1.00,,1354755.454885,420358.447567,688065.090783999
2017-09-20,1363000.386881,-0.243,XIV - 1.00,,1353410.165097,423794.577567,690230.094129999
2017-09-21,1363144.916881,0.011,XIV - 1.00,,1354605.954991,422104.660668,689314.119966499
2017-09-22,1355340.296881,-0.573,XIV - 1.00,,1345488.284991,418555.887567,684151.392456999
2017-09-25,1353316.736881,-0.149,XIV - 1.00,,1344890.350043,419119.181934,684401.194129999
2017-09-26,1369360.676881,1.186,XIV - 1.00,,1358791.990043,422442.629402,690729.697475999
2017-09-27,1377887.356881,0.623,XIV - 1.00,,1370300.365205,423118.606301,694435.212475999
2017-09-28,1397829.736881,1.447,XIV - 1.00,,1389430.054875,423456.569402,700013.644964999
2017-09-29,1423404.466881,1.83,XIV - 1.00,,1414833.110046,426949.046301,709670.644964999
2017-10-02,1452298.466881,2.03,XIV - 1.00,,1441276.865226,434045.377565,722281.500802999
2017-10-03,1456053.906881,0.259,XIV - 1.00,,1447550.479911,435678.328148,725236.157479999
2017-10-04,1453165.306881,-0.198,XIV - 1.00,,1446504.904848,435284.163779,724653.555802999
2017-10-05,1498375.026881,3.111,XIV - 1.00,,1491166.504974,440915.163779,741257.932479999
2017-10-06,1498808.196881,0.029,XIV - 1.00,,1490270.614838,439563.975039,740009.799121999
2017-10-09,1470507.800198,-1.888,XIV - 1.00,,1462497.079906,434270.818146,728360.382479999
2017-10-10,1503002.300198,2.21,XIV - 1.00,,1493412.529906,438663.037563,740219.261606999
2017-10-11,1532313.455759,1.95,XIV - 1.00,,1524172.420042,443055.211932,752035.069125499
2017-10-12,1543717.910195,0.744,XIV - 1.00,,1535070.634829,442604.800672,754738.748284999
2017-10-13,1572154.75915,1.842,XIV - 1.00,,1562836.729757,447221.395042,765886.208284999
2017-10-16,1598709.696878,1.689,XIV - 1.00,,1588806.199907,453189.183782,777531.391648999
2017-10-17,1596545.182448,-0.135,XIV - 1.00,,1586269.30483,454483.870669,777780.918282999
2017-10-18,1602172.868018,0.352,XIV - 1.00,,1592536.949907,452795.153782,778279.921648999
2017-10-19,1615015.568018,0.802,XIV - 1.00,,1602982.290219,455328.231927,783062.200807499
2017-10-20,1641995.956874,1.671,XIV - 1.00,,1630436.989903,460225.433782,794330.376649499
2017-10-23,1591793.433596,-3.057,XIV - 1.00,,1581055.025308,454316.061922,776203.676649499
2017-10-24,1572455.95132,-1.215,XIV - 1.00,,1563295.539928,453133.971922,770381.797441999
2017-10-25,1521799.588024,-3.221,XIV - 1.00,,1511505.775003,447054.646293,751458.339123999
2017-10-26,1526563.826898,0.313,XIV - 1.00,,1517926.119934,450376.323773,755701.526643999
2017-10-27,1612897.144646,5.655,XIV - 1.00,,1602728.519934,460001.953176,786440.260760499
2017-10-30,1600488.190217,-0.769,XIV - 1.00,,1589746.335168,460114.490664,782905.931654499
2017-10-31,1629348.190217,1.803,XIV - 1.00,,1617950.790245,463885.239408,793550.399180499
2017-11-01,1619392.841361,-0.611,XIV - 1.00,,1608401.365166,462534.536292,789891.815810499
2017-11-02,1636562.190217,1.06,XIV - 1.00,,1625858.905324,459945.66192,792843.636652999
2017-11-03,1639014.751363,0.15,XIV - 1.00,,1629439.794844,457863.285036,792303.174125499
2017-11-06,1655605.830217,1.012,XIV - 1.00,,1643016.025168,457638.159408,795920.178337999
2017-11-07,1647527.758092,-0.488,XIV - 1.00,,1635109.500086,454711.616292,791554.819967999
2017-11-08,1643921.258092,-0.219,XIV - 1.00,,1633170.074843,452572.568147,789434.486652999
2017-11-09,1623436.352518,-1.246,XIV - 1.00,,1613178.555167,449138.91755,781326.399126999
2017-11-10,1586500.715802,-2.275,XIV - 1.00,,1573190.260246,442609.260663,765359.662494999
2017-11-13,1582604.018074,-0.246,XIV - 1.00,,1569011.290096,440582.455033,762697.906653999
2017-11-14,1570048.235802,-0.793,XIV - 0.55,,1555877.319946,433657.577553,753922.441607999
2017-11-15,1536787.999926,-2.118,XIV - 0.55,,1523369.688155,430250.858971,742347.680170499
2017-11-16,1572438.472262,2.32,None - 0.00,,1559814.869642,434959.045207,755954.328580499
2017-11-17,1572438.472262,0,XIV - 0.55,,1559814.869642,434959.045207,755954.328580499
2017-11-20,1598894.024458,1.682,XIV - 0.55,,1587634.109207,438994.285207,766690.497302999
2017-11-21,1631302.658344,2.027,XIV - 1.00,,1619757.287033,443241.888241,778796.697909499
2017-11-22,1646722.749504,0.945,XIV - 1.00,,1634298.364265,446306.795606,785119.865913499
2017-11-24,1651816.210802,0.309,XIV - 1.00,,1641568.442775,447784.489187,788241.031911999
2017-11-27,1657047.249504,0.317,XIV - 1.00,,1643849.025759,445322.105603,787080.592910499
2017-11-28,1679208.913269,1.337,XIV - 1.00,,1665942.768521,448113.308238,795323.674907499
2017-11-29,1642321.379505,-2.197,XIV - 1.00,,1630312.768521,441711.07371,780640.008908499
2017-11-30,1639292.625738,-0.184,XIV - 1.00,,1624753.332776,444392.832764,781040.204906499
2017-12-01,1590144.449505,-2.998,XIV - 0.55,,1580987.412776,435471.859183,762230.816912499
2017-12-04,1599687.704653,0.6,XIV - 0.55,,1588202.037092,439896.562193,767492.399710999
2017-12-05,1603606.394509,0.245,GLD - 1.00,,1591483.481466,441000.997268,769221.694387999
2017-12-06,1600307.894509,-0.206,GLD - 1.00,,1588209.981466,440093.997268,767639.444387999
2017-12-07,1579461.348121,-1.303,None - 0.00,,1567519.855276,434361.750012,757639.611729999
2017-12-08,1579461.348121,0,XIV - 0.55,,1567519.855276,434361.750012,757639.611729999
2017-12-11,1609689.539815,1.914,XIV - 0.55,,1597649.237612,434935.341408,766633.919141499
2017-12-12,1607021.111921,-0.166,XIV - 1.00,,1595449.4989,434992.655733,766044.220409499
2017-12-13,1613249.711577,0.388,XIV - 0.55,,1600616.311817,438118.045315,769744.716708999
2017-12-14,1619689.562514,0.399,XIV - 1.00,,1605233.926025,439378.63099,771962.860603999
2017-12-15,1663266.336664,2.69,XIV - 0.55,,1657160.46314,445146.196186,790934.600603999
2017-12-18,1680877.42349,1.059,XIV - 1.00,,1670478.411476,449488.847614,797834.916839999
2017-12-19,1675586.617362,-0.315,XIV - 1.00,,1660625.440292,450107.301844,795453.283863999
2017-12-20,1675463.638882,-0.007,XIV - 0.55,,1667919.057924,451189.677922,798311.200199999
2017-12-21,1684193.021513,0.521,XIV - 0.55,,1674181.987924,453173.46942,801515.044154999
2017-12-22,1678735.261727,-0.324,XIV - 0.55,,1668990.211068,454077.146596,800671.700218999
2017-12-26,1678870.408751,0.008,XIV - 0.55,,1668286.768864,456332.355053,802078.694188999
2017-12-27,1670290.261727,-0.511,XIV - 0.55,,1663361.589972,456304.269437,800653.726195999
2017-12-28,1688881.195652,1.113,XIV - 0.55,,1678104.42881,457062.421013,805397.314135999
2017-12-29,1673216.592206,-0.928,XIV - 0.55,,1662209.965832,456810.072229,800677.344135999
2018-01-02,1702014.592206,1.721,XIV - 0.55,,1693057.760537,461017.572229,812476.034085999
2018-01-03,1724265.66557,1.307,XIV - 0.55,,1713430.001866,464775.966661,820976.096211999
2018-01-04,1725124.89947,0.05,XIV - 0.55,,1716045.949402,463697.619426,820956.416056999
2018-01-05,1725851.786078,0.042,XIV - 1.00,,1716320.948146,464556.621113,821645.548335999
2018-01-08,1747469.822108,1.253,XIV - 1.00,,1736571.073146,468681.221113,830374.684110999
2018-01-09,1728737.366124,-1.072,XIV - 0.55,,1718074.083138,467222.516083,824043.404841999
2018-01-10,1739767.702914,0.638,XIV - 0.55,,1727423.986888,470016.181615,828706.356231999
2018-01-11,1745220.816054,0.313,XIV - 0.55,,1732762.402704,471970.808862,831624.546692499
2018-01-12,1743582.566054,-0.094,XIV - 0.55,,1732625.848574,472519.422577,831975.996692499
2018-01-16,1697742.113264,-2.629,XIV - 0.55,,1674946.169052,465696.806137,810621.110836499
2018-01-17,1717670.819974,1.174,GLD - 1.00,,1696736.005791,467277.986137,817946.412872499
2018-01-18,1713896.166936,-0.22,GLD - 1.00,,1693007.552423,466251.233471,816149.105710499
2018-01-19,1721445.486493,0.44,GLD - 1.00,,1700464.472475,468304.74247,819743.726453499
2018-01-22,1724545.940413,0.18,GLD - 1.00,,1703527.205739,469148.167138,821220.122129499
2018-01-23,1733038.299973,0.492,GLD - 1.00,,1711916.245791,471458.366137,825264.072872499
2018-01-24,1753930.79041,1.206,GLD - 1.00,,1732554.535736,477142.227138,835213.542129499
2018-01-25,1742339.696932,-0.661,GLD - 1.00,,1721105.342423,473989.463472,829694.055711499
2018-01-26,1743687.677806,0.077,GLD - 1.00,,1722436.822307,474356.085468,830335.894219499
2018-01-29,1733983.396504,-0.557,GLD - 1.00,,1712850.622481,471716.532474,825714.876457499
2018-01-30,1726570.013899,-0.428,GLD - 1.00,,1705527.439056,469699.700809,822185.008547499
2018-01-31,1738028.000419,0.664,GLD - 1.00,,1716846.02574,472816.647142,827641.152128499
2018-02-01,1743689.247814,0.326,GLD - 1.00,,1722438.392315,474356.385472,830336.744218499
2018-02-02,1721046.09999,-1.299,GLD - 1.00,,1700070.765803,468197.476144,819554.452874499
2018-02-05,1725359.69999,0.251,None - 0.00,,1704331.885803,469370.916144,821608.532874499
2018-02-06,1725359.69999,0,VXX - 1.00,,1704331.885803,469370.916144,821608.532874499
2018-02-07,1792679.120156,3.902,VXX - 1.00,,1770831.656454,487683.745308,853666.123905499
2018-02-08,2217547.929794,23.7,VXX - 1.00,,2190525.515122,603261.206972,1055980.0318275
2018-02-09,2010491.990568,-9.337,VXX - 1.00,,1985991.217348,546935.864539,957380.725052499
2018-02-12,1927743.430134,-4.116,VXX - 1.00,,1904249.375946,524426.126183,917977.242940499
2018-02-13,1928937.420333,0.062,VXX - 1.00,,1905428.81663,524750.925356,918545.813987499
2018-02-14,1704465.420333,-11.637,GLD - 1.00,,1683692.21663,463686.645356,811656.533987499
2018-02-15,1706439.388764,0.116,GLD - 1.00,,1685642.033612,464223.527567,812596.490381499
