Date,Old,TLT,GLD
2008-08-12,100000,100000,100000
2008-08-13,98087.5,98087.5,98087.5
2008-08-14,101350.58,101350.58,101350.58
2008-08-15,102700.34,102700.34,102700.34
2008-08-18,101238.23,101238.23,101238.23
2008-08-19,98088.79,98088.79,98088.79
2008-08-20,100114.15,100114.15,100114.15
2008-08-21,101126.65,101126.65,101126.65
2008-08-22,101643.92,101643.92,101643.92
2008-08-25,97125.31,97125.31,97125.31
2008-08-26,98117.65,98117.65,98117.65
2008-08-27,98558.65,98558.65,98558.65
2008-08-28,101049.32,101049.32,101049.32
2008-08-29,98775.86,98775.86,98775.86
2008-09-02,97476.38,97476.38,97476.38
2008-09-03,98667.68,98667.68,98667.68
2008-09-04,98667.68,98667.68,98667.68
2008-09-05,99065.31,99065.31,99065.31
2008-09-08,99065.31,99480.168815,98914.827492
2008-09-09,99065.31,100465.598375,95942.84373
2008-09-10,99065.31,100465.598375,95942.84373
2008-09-11,99665.23,101065.518375,96542.76373
2008-09-12,100304.894,101705.182375,97182.42773
2008-09-15,104941.174,106341.462375,101818.70773
2008-09-16,103418.214,104818.502375,100295.74773
2008-09-17,107979.278,109379.566375,104856.81173
2008-09-18,103900.558,105300.846375,100778.09173
2008-09-19,102072.454,103472.742375,98949.98773
2008-09-22,107543.822,108944.110375,104421.35573
2008-09-23,114837.238,116237.526375,111714.77173
2008-09-24,113783.886,115184.174375,110661.41973
2008-09-25,111041.718,112442.006375,107919.25173
2008-09-26,113332.75,114733.038375,110210.28373
2008-09-29,125882.774,127283.062375,122760.30773
2008-09-30,119810.158,121210.446375,116687.69173
2008-10-01,122952.278,124352.566375,119829.81173
2008-10-02,129558.366,130958.654375,126435.89973
2008-10-03,133049.638,134449.926375,129927.17173
2008-10-06,136938.766,138339.054375,133816.29973
2008-10-07,147711.894,149112.182375,144589.42773
2008-10-08,154648.846,156049.134375,151526.37973
2008-10-09,167444.846,168845.134375,164322.37973
2008-10-10,173426.966,174827.254375,170304.49973
2008-10-13,162220.262,163620.550375,159097.79573
2008-10-14,166194.886,167595.174375,163072.41973
2008-10-15,185959.286,187359.574375,182836.81973
2008-10-16,189089.806,190490.094375,185967.33973
2008-10-17,202901.55,204301.838375,199779.08373
2008-10-20,193217.134,194617.422375,190094.66773
2008-10-21,188750.918,190151.206375,185628.45173
2008-10-22,205820.606,207220.894375,202698.13973
2008-10-23,211963.71,213363.998375,208841.24373
2008-10-24,233219.566,234619.854375,230097.09973
2008-10-27,245259.718,246660.006375,242137.25173
2008-10-28,226381.358,227781.646375,223258.89173
2008-10-29,235689.078,237089.366375,232566.61173
2008-10-30,232994.086,234394.374375,229871.61973
2008-10-31,232243.43,233643.718375,229120.96373
2008-11-03,225916.358,227316.646375,222793.89173
2008-11-04,208417.766,209818.054375,205295.29973
2008-11-05,220138.654,221538.942375,217016.18773
2008-11-06,242676.918,244077.206375,239554.45173
2008-11-07,237366.758,238767.046375,234244.29173
2008-11-10,241536.95,242937.238375,238414.48373
2008-11-11,247782.854,249183.142375,244660.38773
2008-11-12,264920.23,266320.518375,261797.76373
2008-11-13,249202.03,250602.318375,246079.56373
2008-11-14,266054.334,267454.622375,262931.86773
2008-11-17,279146.174,280546.462375,276023.70773
2008-11-18,283451.702,284851.990375,280329.23573
2008-11-19,308882.118,310282.406375,305759.65173
2008-11-20,323941.982,325342.270375,320819.51573
2008-11-21,308415.662,309815.950375,305293.19573
2008-11-24,290418.534,291818.822375,287296.06773
2008-11-25,283564.222,284964.510375,280441.75573
2008-11-26,267885.614,269285.902375,264763.14773
2008-11-28,267578.982,268979.270375,264456.51573
2008-12-01,298597.446,299997.734375,295474.97973
2008-12-02,289926.862,291327.150375,286804.39573
2008-12-03,289230.398,290630.686375,286107.93173
2008-12-04,301328.094,302728.382375,298205.62773
2008-12-05,301328.094,297822.665207,294335.595883
2008-12-08,301328.094,297175.658891,300969.915883
2008-12-09,301328.094,303051.814913,301483.305628
2008-12-10,301328.094,302324.153495,314988.87773
2008-12-11,301328.094,302917.117856,318542.985628
2008-12-12,301328.094,302917.117856,319174.809832
2008-12-15,301328.094,306367.27208,326243.519832
2008-12-16,301328.094,313941.418913,333588.663781
2008-12-17,301328.094,322459.221965,337419.19773
2008-12-18,301328.094,329224.995782,331258.769577
2008-12-19,301328.094,329575.451063,326361.985883
2008-12-22,301328.094,329575.451063,326361.985883
2008-12-23,297314.904,325186.061063,322015.375883
2008-12-24,299990.724,328112.721063,324913.495883
2008-12-26,304004.094,332502.321063,329260.285883
2008-12-29,295978.434,323724.261063,320567.845883
2008-12-30,295978.434,326807.243063,318897.460731
2008-12-31,295978.434,319971.036063,321198.882171
2009-01-02,295978.434,311928.823563,320122.424443
2009-01-05,295978.434,303886.611063,313626.424443
2009-01-06,295978.434,300830.652563,316039.202171
2009-01-07,295978.434,302010.040563,307204.653307
2009-01-08,295978.434,301768.806563,313552.169595
2009-01-09,295978.434,302224.489063,311547.685883
2009-01-12,295978.434,305361.038563,299817.780731
2009-01-13,295978.434,305682.699063,300263.202171
2009-01-14,295978.434,310722.573063,296217.137019
2009-01-15,295978.434,311231.907063,298444.329595
2009-01-16,295978.434,306433.372063,307056.169595
2009-01-20,295978.434,306379.643563,313774.882171
2009-01-21,295978.434,296702.119063,312401.460731
2009-01-22,295978.434,290992.215563,313997.620731
2009-01-23,295978.434,288713.554563,328660.009595
2009-01-26,295978.434,286193.414563,330219.042171
2009-01-27,295978.434,292922.329063,328103.202171
2009-01-28,295978.434,285603.867563,324539.685883
2009-01-29,295978.434,279035.974063,332260.653307
2009-01-30,295978.434,278151.335063,338979.365883
2009-02-02,295978.434,283325.847063,329810.718459
2009-02-03,295978.434,276578.855063,328437.297019
2009-02-04,295978.434,275611.038563,331072.813307
2009-02-05,295978.434,275852.913063,334562.104443
2009-02-06,295978.434,274992.917563,332594.718459
2009-02-09,295978.434,275879.800063,327880.493307
2009-02-10,295978.434,281874.383063,334896.169595
2009-02-11,295978.434,285530.301063,342617.137019
2009-02-12,295978.434,282842.042063,345883.685883
2009-02-13,295978.434,275315.274563,343582.264443
2009-02-17,295978.434,283890.453063,354347.042171
2009-02-18,295978.434,281471.116563,359766.588155
2009-02-19,295978.434,276686.256063,355534.882171
2009-02-20,295978.434,279374.434563,363070.264443
2009-02-23,295978.434,281955.107063,362810.424443
2009-02-24,295978.434,281955.107063,362810.424443
2009-02-25,295978.434,278699.643055,356760.600614
2009-02-26,295978.434,275766.861395,356415.975298
2009-02-27,295978.434,274179.753682,354769.501469
2009-03-02,295978.434,278717.683505,348260.212956
2009-03-03,295978.434,276856.017658,344852.406785
2009-03-04,295978.434,275587.959682,340831.945298
2009-03-05,295978.434,283250.078588,352321.945298
2009-03-06,295978.434,281361.55524,353470.956788
2009-03-09,295978.434,279715.887876,346883.352958
2009-03-10,295978.434,274346.976393,337576.449128
2009-03-11,295978.434,277314.686466,341712.856788
2009-03-12,295978.434,278636.648606,348913.245298
2009-03-13,295978.434,277233.707615,349679.264448
2009-03-16,295978.434,272863.109096,347764.264448
2009-03-17,295978.434,271379.213775,344853.456788
2009-03-18,295978.434,281658.266346,356534.937638
2009-03-19,295978.434,282009.067275,361360.745298
2009-03-20,295978.434,280444.406786,358449.937638
2009-03-23,295978.434,278016.102665,352666.660618
2009-03-24,295978.434,280659.949879,348338.741468
2009-03-25,295978.434,276883.14489,352283.664448
2009-03-26,295978.434,280093.605857,352092.152958
2009-03-27,295978.434,282170.919887,347342.960618
2009-03-30,295978.434,283250.078588,344623.664448
2009-03-31,295978.434,285273.674113,345772.649128
2009-04-01,295978.434,287876.308532,348645.149128
2009-04-02,295978.434,284358.984765,340104.264448
2009-04-03,295978.434,278541.934492,335469.937638
2009-04-06,295978.434,278541.934492,335469.937638
2009-04-07,294428.074,277082.914492,333712.717638
2009-04-08,300629.834,282919.314492,340741.957638
2009-04-09,313030.794,294589.714492,354797.557638
2009-04-13,316129.794,297506.134492,358310.037638
2009-04-14,316129.794,297506.134492,358310.037638
2009-04-15,322327.154,303338.414492,365334.317638
2009-04-16,334719.474,315000.734492,379380.157638
2009-04-17,340913.314,320829.694492,386400.437638
2009-04-20,314594.254,296061.204492,356569.687638
2009-04-21,326990.174,307726.884492,370619.527638
2009-04-22,326990.174,307726.884492,370619.527638
2009-04-23,333275.974,313642.404492,377744.047638
2009-04-24,331704.824,312163.814492,375963.257638
2009-04-27,323848.674,304770.464492,367058.907638
2009-04-28,328563.504,309207.554492,372402.837638
2009-04-29,341134.624,321038.034492,386651.237638
2009-04-30,337993.024,318081.514492,383090.457638
2009-05-01,342705.874,322516.714492,388432.137638
2009-05-04,358413.174,337298.714492,406235.237638
2009-05-05,358413.174,337298.714492,406235.237638
2009-05-06,370973.494,349119.034492,420471.397638
2009-05-07,366264.994,344687.914492,415134.667638
2009-05-08,381961.994,359460.214492,432926.067638
2009-05-11,378823.894,356506.974492,429369.267638
2009-05-12,381962.254,359460.454492,432926.367638
2009-05-13,369409.854,347647.494492,418699.087638
2009-05-14,383536.164,360941.574492,434710.267638
2009-05-15,374122.104,352082.154492,424040.107638
2009-05-18,402371.484,378667.254492,456058.687638
2009-05-19,408644.644,384570.854492,463168.887638
2009-05-20,407076.594,383095.184492,461391.617638
2009-05-21,385123.054,362434.964492,436508.857638
2009-05-22,378847.014,356528.644492,429395.417638
2009-05-26,396109.094,372773.774492,448960.677638
2009-05-27,383560.374,360964.334492,434737.637638
2009-05-28,389836.814,366871.014492,441851.517638
2009-05-29,403956.464,380158.884492,457855.137638
2009-06-01,413366.264,389014.344492,468520.437638
2009-06-02,411798.324,387538.774492,466743.297638
2009-06-03,389846.324,366880.094492,441862.357638
2009-06-04,394552.994,371309.474492,447197.017638
2009-06-05,396121.694,372785.764492,448975.027638
2009-06-08,399258.974,375738.224492,452530.907638
2009-06-09,413375.564,389023.214492,468531.017638
2009-06-10,410239.624,386072.014492,464976.657638
2009-06-11,419648.164,394926.274492,475640.577638
2009-06-12,425919.124,400827.794492,482748.257638
2009-06-15,405541.624,381650.714492,459651.807638
2009-06-16,391426.924,368367.524492,443653.857638
2009-06-17,389858.054,366891.074492,441875.657638
2009-06-18,390720.964,367703.154492,442853.707638
2009-06-19,397611.524,374187.794492,450663.707638
2009-06-22,380631.264,358207.874492,431417.777638
2009-06-23,388353.064,365474.774492,440169.877638
2009-06-24,396845.264,373466.774492,449795.277638
2009-06-25,406856.744,382888.454492,461142.597638
2009-06-26,412801.944,388483.414492,467881.037638
2009-06-29,427662.744,402468.814492,484724.737638
2009-06-30,420234.944,395478.614492,476305.837638
2009-07-01,424692.434,399673.484492,481358.077638
2009-07-02,400921.714,377303.084492,454415.677638
2009-07-06,405381.394,381500.024492,459470.407638
2009-07-07,396388.784,373037.174492,449277.917638
2009-07-08,393888.794,370684.454492,446444.357638
2009-07-09,396402.134,373049.714492,449293.037638
2009-07-10,395568.774,372265.454492,448348.487638
2009-07-13,405586.734,381693.254492,459703.127638
2009-07-14,409676.384,385541.954492,464338.427638
2009-07-15,421475.024,396645.554492,477711.307638
2009-07-16,427372.664,402195.754492,484395.867638
2009-07-17,427372.664,402195.754492,484395.867638
2009-07-20,436217.924,410519.914492,494421.327638
2009-07-21,445061.384,418842.394492,504444.747638
2009-07-22,455376.654,428549.994492,516136.357638
2009-07-23,470109.354,442414.794492,532834.857638
2009-07-24,474527.784,446572.914492,537842.817638
2009-07-27,467164.434,439643.364492,529497.017638
2009-07-28,450962.534,424395.934492,511133.287638
2009-07-29,446542.214,420236.014492,506123.197638
2009-07-30,456857.274,429943.404492,517814.597638
2009-07-31,452437.524,425784.024492,512805.137638
2009-08-03,464224.644,436876.744492,526165.057638
2009-08-04,465844.964,438401.604492,528001.557638
2009-08-05,467313.704,439783.824492,529666.267638
2009-08-06,462907.604,435637.314492,524672.287638
2009-08-07,477596.004,449460.414492,541320.487638
2009-08-10,477596.004,449460.414492,541320.487638
2009-08-11,467317.344,439787.254492,529670.387638
2009-08-12,473192.184,445315.974492,536329.067638
2009-08-13,483471.824,454990.044492,547980.287638
2009-08-14,474662.564,446699.784492,537995.627638
2009-08-17,446761.444,420442.354492,506371.647638
2009-08-18,457047.314,430122.304492,518029.937638
2009-08-19,464319.224,436965.814492,526272.137638
2009-08-20,473019.704,445153.714492,536133.497638
2009-08-21,480268.754,451975.714492,544349.747638
2009-08-24,480268.754,451975.714492,544349.747638
2009-08-25,474470.394,446518.954492,537777.747638
2009-08-26,465771.774,438332.794492,527918.547638
2009-08-27,473021.974,445155.894492,536136.147638
2009-08-28,468672.544,441062.694492,531206.367638
2009-08-31,461422.794,434240.044492,522989.317638
2009-09-01,449458.794,422980.894492,509429.017638
2009-09-02,446195.754,419910.054492,505730.577638
2009-09-03,450075.734,423561.494492,510128.347638
2009-09-04,453248.024,426546.894492,513723.917638
2009-09-08,460960.224,433804.794492,522465.217638
2009-09-09,473406.144,445517.484492,536571.727638
2009-09-10,495526.304,466334.444492,561643.247638
2009-09-11,489998.744,461132.524492,555378.167638
2009-09-14,501055.064,471537.564492,567909.767638
2009-09-15,499673.334,470237.224492,566343.667638
2009-09-16,521781.654,491043.144492,591401.907638
2009-09-17,519019.294,488443.504492,588270.967638
2009-09-18,506587.954,476744.584492,574181.017638
2009-09-21,506587.954,476744.584492,574181.017638
2009-09-22,512666.994,482465.464492,581071.177638
2009-09-23,508562.904,478603.144492,576419.497638
2009-09-24,498985.924,469590.364492,565564.667638
2009-09-25,497617.514,468302.574492,564013.677638
2009-09-28,515407.234,485044.364492,584177.067638
2009-09-29,515407.234,485044.364492,584177.067638
2009-09-30,509935.354,479894.844492,577975.107638
2009-10-01,486677.484,458007.004492,551613.887638
2009-10-02,486677.484,458007.004492,551613.887638
2009-10-05,489688.734,460840.824492,555026.967638
2009-10-06,492092.634,463103.064492,557751.627638
2009-10-07,494973.754,465814.424492,561017.147638
2009-10-08,500186.754,470720.304492,566925.707638
2009-10-09,510611.634,480531.104492,578741.627638
2009-10-12,523640.034,492792.004492,593508.427638
2009-10-13,528850.114,497695.124492,599413.667638
2009-10-14,532757.284,501372.104492,603842.147637999
2009-10-15,545780.184,513627.804492,618602.647638
2009-10-16,537968.304,506276.124492,609748.447638
2009-10-19,552292.174,519756.184492,625983.457638
2009-10-20,554895.834,522206.444492,628934.517638
2009-10-21,554895.834,522206.444492,628934.517638
2009-10-22,574422.234,540582.644492,651066.417638
2009-10-23,564011.674,530785.364492,639266.817638
2009-10-26,553599.194,520986.324492,627464.977637999
2009-10-27,550995.574,518536.084492,624513.957638
2009-10-28,513241.344,483005.864492,581722.137638
2009-10-29,540600.984,508753.754492,612732.207638
2009-10-30,540600.984,508753.754492,612732.207638
2009-11-02,536261.574,504669.974492,607813.797638
2009-11-03,536261.574,499625.805858,622489.779332
2009-11-04,536261.574,495059.920968,626231.853485
2009-11-05,536261.574,495059.920968,625530.24272
2009-11-06,536261.574,495059.920968,625530.24272
2009-11-09,553869.174,511314.640968,646068.962719999
2009-11-10,549971.094,507716.080968,641522.01272
2009-11-11,548671.644,506516.470968,640006.25272
2009-11-12,523981.524,483723.310968,611206.05272
2009-11-13,533082.224,492124.780968,621821.69272
2009-11-16,542181.384,500524.780968,632435.51272
2009-11-17,544780.684,502924.380968,635467.51272
2009-11-18,564274.534,520920.480968,658206.46272
2009-11-19,557778.834,514923.880968,650629.46272
2009-11-20,568173.154,524519.560968,662754.10272
2009-11-23,596752.254,550902.840968,696090.70272
2009-11-24,601945.934,555697.480968,702148.98272
2009-11-25,609735.794,562888.840968,711235.56272
2009-11-27,568195.314,524540.040968,662779.88272
2009-11-30,568195.314,524540.040968,662779.88272
2009-12-01,588980.914,543728.680968,687025.64272
2009-12-02,592552.164,547025.530968,691191.39272
2009-12-03,579630.964,535097.030968,676119.19272
2009-12-04,592555.164,547028.230968,691194.79272
2009-12-07,595139.424,549413.930968,694209.25272
2009-12-08,579634.584,535100.330968,676123.33272
2009-12-09,583511.844,538679.690968,680646.04272
2009-12-10,588487.304,543272.880968,686449.74272
2009-12-11,592337.084,546826.860968,690940.38272
2009-12-14,603885.704,557488.170968,704411.40272
2009-12-15,610300.354,563409.970968,711893.85272
2009-12-16,637238.944,588278.800968,743316.782719999
2009-12-17,628263.264,579992.690968,732846.952719999
2009-12-18,637240.274,588279.990968,743318.322719999
2009-12-21,649229.184,599347.840968,757303.032719999
2009-12-22,658257.684,607682.660968,767834.592719999
2009-12-23,663251.324,612292.660968,773659.512719999
2009-12-24,671989.564,620359.530968,783852.352719999
2009-12-28,678230.364,626120.830968,791132.002719999
2009-12-29,674486.244,622664.380968,786764.602719999
2009-12-30,663253.254,612294.400968,773661.682719999
2009-12-31,645776.774,596160.660968,753275.862719999
2010-01-04,669501.314,618062.530968,780949.742719999
2010-01-05,676366.514,624400.230968,788957.742719999
2010-01-06,701120.714,647252.430968,817832.542719999
2010-01-07,712256.144,657532.320968001,830821.612719999
2010-01-08,730812.193999999,674662.620968,852466.612719999
2010-01-11,741942.944,684938.190968,865450.282719999
2010-01-12,722157.823999999,666673.230968001,842371.722719999
2010-01-13,734526.923999999,678091.930968,856799.822719999
2010-01-14,743369.264,686254.890968,867114.152719999
2010-01-15,733267.064,676928.790968,855330.302719999
2010-01-19,766714.394,707806.260968,894345.572719999
2010-01-20,769438.514,710321.100968,897523.172719999
2010-01-21,744993.794,687754.500968,869009.012719999
2010-01-22,732045.914,675801.120968,853905.362719999
2010-01-25,732045.914,675801.120968,853905.362719999
2010-01-26,732045.914,676022.415839,854540.842999999
2010-01-27,732045.914,675653.232266,846358.530943999
2010-01-28,732045.914,675284.466248,845961.362719999
2010-01-29,732045.914,681187.413446,841830.450943999
2010-02-01,732045.914,675004.342517,860816.602999999
2010-02-02,732045.914,676929.697901,867012.915055999
2010-02-03,732045.914,669080.721707,863596.995055999
2010-02-04,732045.914,679669.471115,829199.522719999
2010-02-05,732045.914,681150.529421,831662.138887999
2010-02-08,732045.914,682039.123577,826577.986831999
2010-02-09,732045.914,675226.491056,837461.290663999
2010-02-10,732045.914,668784.526748,835157.522719999
2010-02-11,732045.914,665155.95524,851124.915055999
2010-02-12,732045.914,667895.932592,850409.986831999
2010-02-16,732045.914,669155.130008,870905.522719999
2010-02-17,732045.914,661527.940472,867966.218887999
2010-02-18,732045.914,658862.584838,873765.362719999
2010-02-19,732045.914,662416.60886,869713.906831999
2010-02-22,732045.914,659676.770693,866536.298887999
2010-02-23,732045.914,659676.770693,866536.298887999
2010-02-24,740653.474,667433.350693,876725.178887999
2010-02-25,740653.474,671186.538697,884482.854389999
2010-02-26,740653.474,671186.538697,884482.854389999
2010-03-01,754620.034,683843.178697,901161.654389999
2010-03-02,762765.654,691224.818697,910889.134389999
2010-03-03,764161.853999999,692490.098697,912556.474389999
2010-03-04,765316.843999999,693536.758697,913935.754389999
2010-03-05,799965.944,724935.958697,955313.554389999
2010-03-08,811510.544,735397.858697,969100.054389999
2010-03-09,809201.944,733305.778697,966343.134389999
2010-03-10,804584.624,729121.498697,960829.134389999
2010-03-11,797658.224,722844.718697,952557.654389999
2010-03-12,804585.224,729122.038697,960829.854389999
2010-03-15,803430.824,728075.908697,959451.274389999
2010-03-16,826519.224,748998.708697,987023.274389999
2010-03-17,857679.654,777236.658697,1024234.94439
2010-03-18,870370.024,788736.718697,1039389.64439
2010-03-19,853067.524,773057.068697,1018727.14439
2010-03-22,864604.824,783512.268697,1032504.94439
2010-03-23,881908.524,799192.968697,1053168.94439
2010-03-24,863454.924,782470.248697,1031131.82439
2010-03-25,854226.124,774107.048697,1020110.86439
2010-03-26,863455.884,782471.128697,1031133.02439
2010-03-29,880759.884,798152.128697,1051797.32439
2010-03-30,895753.694,811739.598697,1069702.87439
2010-03-31,899213.234,814874.658697,1073834.23439
2010-04-01,902672.624,818009.598697,1077965.41439
2010-04-05,936112.234,848312.858697,1117898.70439
2010-04-06,961470.974,871293.178697,1148181.92439
2010-04-07,944185.574,855628.978697,1127539.67439
2010-04-08,960321.694,870251.558697,1146809.27439
2010-04-09,970693.114,879650.258697,1159194.80439
2010-04-12,972997.634,881738.618697,1161946.84439
2010-04-13,968388.714,877561.978697,1156442.92439
2010-04-14,990282.034,897401.968697,1182587.87439
2010-04-15,990282.034,897401.968697,1182587.87439
2010-04-16,951113.014,861906.648697,1135812.71439
2010-04-19,974163.214,882794.848697,1163339.11439
2010-04-20,1019100.184,923517.088697,1217002.72439
2010-04-21,1014493.304,919342.288697,1211501.24439
2010-04-22,1016796.844,921429.768697,1214252.12439
2010-04-23,1023707.284,927692.088697,1222504.58439
2010-04-26,1011038.914,916211.938697,1207376.17439
2010-04-27,898161.534,813921.498697,1072578.15439
2010-04-28,908541.054,823327.488697,1084973.31439
2010-04-29,916843.374,830851.128697,1094888.07439
2010-04-30,838979.574,760290.428697,1001903.57439
2010-05-03,869041.104,787532.348697,1037802.77439
2010-05-04,869041.104,787532.348697,1037802.77439
2010-05-05,830555.224,752656.108697,991843.104389999
2010-05-06,830555.224,775900.950177,1021140.921624
2010-05-07,830555.224,775900.950177,1021140.921624
2010-05-10,948019.044,885635.000177,1165559.181624
2010-05-11,948019.044,883364.154359,1196190.391276
2010-05-12,948019.044,876646.767911,1203525.99145
2010-05-13,948019.044,882418.429161,1195199.031798
2010-05-14,948019.044,897745.180483,1193315.611363
2010-05-17,948019.044,894433.622737,1183303.461537
2010-05-18,948019.044,908152.980335,1184592.121798
2010-05-19,948019.044,908152.980335,1184592.121798
2010-05-20,1077657.444,1033470.100335,1348800.761798
2010-05-21,1054310.244,1010901.140335,1319227.641798
2010-05-24,1048473.444,1005258.900335,1311834.361798
2010-05-25,1003622.244,961902.740335,1255022.841798
2010-05-26,1003622.244,959170.387081,1266892.071798
2010-05-27,1003622.244,937410.204451,1269244.542491
2010-05-28,1003622.244,941703.776215,1271276.159026
2010-06-01,1003622.244,948322.517341,1282290.023877
2010-06-02,1003622.244,948322.517341,1282290.023877
2010-06-03,1003622.244,941403.097401,1262806.923877
2010-06-04,1003622.244,966708.432537,1275974.105992
2010-06-07,1003622.244,966708.432537,1275974.105992
2010-06-08,968877.923999999,934280.400537,1231964.633992
2010-06-09,968877.923999999,933231.917781,1227484.97363
2010-06-10,968877.923999999,916557.570101,1211297.214173
2010-06-11,968877.923999999,928182.364153,1221885.464354
2010-06-14,968877.923999999,923418.084796,1217711.21363
2010-06-15,968877.923999999,919606.859164,1231862.80363
2010-06-16,968877.923999999,924847.435732,1225143.384354
2010-06-17,968877.923999999,932374.740613,1241127.554354
2010-06-18,968877.923999999,930850.231517,1250595.884354
2010-06-21,968877.923999999,928182.364153,1225754.213811
2010-06-22,968877.923999999,939235.161092,1236546.053449
2010-06-23,968877.923999999,945618.648402,1231455.553449
2010-06-24,968877.923999999,939997.462748,1235018.964535
2010-06-25,968877.923999999,943808.417509,1249883.214354
2010-06-28,968877.923999999,943808.417509,1249883.214354
2010-06-29,926169.024,902204.487509,1194787.464354
2010-06-30,926169.024,908274.270393,1198826.81391
2010-07-01,926169.024,909707.269532,1153113.543762
2010-07-02,926169.024,902454.991774,1167398.914206
2010-07-06,926169.024,902454.991774,1167398.914206
2010-07-07,952903.824,928505.191774,1201097.014206
2010-07-08,970125.593999999,945286.051774,1222804.384206
2010-07-09,985431.114,960199.651774,1242096.384206
2010-07-12,1010298.684,984430.481774,1273440.944206
2010-07-13,1016035.944,990020.831774,1280672.504206
2010-07-14,985438.984,960207.391774,1242106.264206
2010-07-15,977787.344,952751.671774,1232461.704206
2010-07-16,931873.904,908013.991774,1174589.784206
2010-07-19,943357.964,919203.991774,1189064.964206
2010-07-20,1000771.064,975147.091774,1261432.164206
2010-07-21,987382.374,962101.261774,1244556.284206
2010-07-22,1040944.414,1014291.861774,1312069.044206
2010-07-23,1065799.504,1038510.601774,1343398.004206
2010-07-26,1105940.584,1077623.941774,1393994.354206
2010-07-27,1111672.924,1083209.521774,1401219.764206
2010-07-28,1098298.164,1070177.201774,1384361.384206
2010-07-29,1098298.164,1070177.201774,1384361.384206
2010-07-30,1109763.684,1081349.141774,1398813.224206
2010-08-02,1172817.444,1142788.541774,1478290.094206
2010-08-03,1166801.994,1136927.091774,1470707.834206
2010-08-04,1178334.054,1148163.891774,1485243.614206
2010-08-05,1168724.954,1138800.791774,1473131.664206
2010-08-06,1168724.954,1138800.791774,1473131.664206
2010-08-09,1187944.754,1157528.491774,1497357.564206
2010-08-10,1182179.744,1151911.081774,1490090.994206
2010-08-11,1086091.244,1058283.081774,1368975.494206
2010-08-12,1068779.924,1041414.921774,1347155.174206
2010-08-13,1058391.404,1031292.441774,1334060.894206
2010-08-16,1064526.274,1037270.231774,1341793.724206
2010-08-17,1079319.164,1051684.361774,1360439.664206
2010-08-18,1087019.384,1059187.391774,1370145.444206
2010-08-19,1053095.324,1026132.011774,1327385.544206
2010-08-20,1062521.724,1035317.061774,1339267.194206
2010-08-23,1070156.424,1042756.281774,1348890.444206
2010-08-24,1051938.324,1025004.681774,1325927.244206
2010-08-25,1074577.764,1047064.521774,1354463.484206
2010-08-26,1074577.764,1056909.596403,1349999.461886
2010-08-27,1074577.764,1056909.596403,1349999.461886
2010-08-30,1059997.404,1042568.996403,1331682.121886
2010-08-31,1078311.404,1060581.896403,1354690.221886
2010-09-01,1144230.644,1125417.176403,1437504.981886
2010-09-02,1171680.944,1152416.276403,1471991.031886
2010-09-03,1228398.234,1208201.086403,1543245.461886
2010-09-07,1191823.434,1172227.686403,1497296.261886
2010-09-08,1221092.394,1201015.366403,1534066.981886
2010-09-09,1233894.414,1213606.896403,1550150.251886
2010-09-10,1259495.794,1238787.296403,1582313.431886
2010-09-13,1321657.994,1299927.116403,1660408.031886
2010-09-14,1319830.564,1298129.736403,1658112.221886
2010-09-15,1345414.864,1323293.476403,1690253.981886
2010-09-16,1350896.164,1328684.656403,1697140.181886
2010-09-17,1352723.194,1330481.646403,1699435.491886
2010-09-20,1387436.194,1364623.886403,1743045.811886
2010-09-21,1381956.574,1359234.356403,1736161.711886
2010-09-22,1358210.644,1335878.816403,1706329.441886
2010-09-23,1316191.024,1294550.116403,1653540.071886
2010-09-24,1387464.694,1364651.836403,1743081.341886
2010-09-27,1380158.374,1357465.676403,1733902.381886
2010-09-28,1381985.054,1359262.316403,1736197.251886
2010-09-29,1361891.904,1339499.496403,1710954.011886
2010-09-30,1327180.424,1305358.776403,1667345.591886
2010-10-01,1352764.164,1330521.816403,1699486.511886
2010-10-04,1334493.564,1312551.616403,1676533.011886
2010-10-05,1398449.414,1375455.716403,1756881.111886
2010-10-06,1414887.644,1391623.586403,1777532.511886
2010-10-07,1425845.144,1402400.906403,1791298.491886
2010-10-08,1480628.444,1456283.306403,1860122.991886
2010-10-11,1517137.044,1492191.506403,1905988.991886
2010-10-12,1566411.504,1540655.966403,1967892.971886
2010-10-13,1602899.504,1576544.166403,2013733.171886
2010-10-14,1555476.024,1529900.426403,1954154.691886
2010-10-15,1568247.874,1542462.276403,1970200.021886
2010-10-18,1619331.074,1592705.476403,2034376.021886
2010-10-19,1579207.254,1553241.216403,1983968.081886
2010-10-20,1661299.854,1633984.266403,2087101.781886
2010-10-21,1705060.734,1677025.626403,2142079.061886
2010-10-22,1770685.134,1741571.106403,2224523.381886
2010-10-25,1783440.674,1754116.926403,2240548.271886
2010-10-26,1750643.054,1721858.586403,2199344.471886
2010-10-27,1717839.314,1689594.126403,2158132.931886
2010-10-28,1721484.874,1693179.746403,2162712.891886
2010-10-29,1723307.614,1694972.516403,2165002.821886
2010-11-01,1732421.214,1703936.266403,2176452.321886
2010-11-02,1772519.074,1743374.786403,2226827.481886
2010-11-03,1872740.624,1841948.536403,2352736.781886
2010-11-04,1989299.344,1956590.456403,2499170.061886
2010-11-05,1991119.494,1958380.676403,2501456.731886
