,Orig,,,,SL10,SL15
2017-09-26,2934286.248675,1.186,XIV - 1.00,,2202658.6407137,2696192.42832
2017-09-27,2952557.958675,0.623,XIV - 1.00,,2216374.3707137,2712981.46832
2017-09-28,2995292.418675,1.447,XIV - 1.00,,2248453.8507137,2752247.98832
2017-09-29,3050096.928675,1.83,XIV - 1.00,,2289592.1907137,2802604.48832
2017-10-02,3112010.928675,2.03,XIV - 1.00,,2336068.1907137,2859494.48832
2017-10-03,3120058.188675,0.259,XIV - 1.00,,2342108.7707137,2866888.62832
2017-10-04,3113868.188675,-0.198,XIV - 1.00,,2337462.1707137,2861200.82832
2017-10-05,3210744.818675,3.111,XIV - 1.00,,2410181.4607137,2950214.89832
2017-10-06,3211673.048675,0.029,XIV - 1.00,,2410878.2407137,2951067.79832
2017-10-09,3151028.781498,-1.888,XIV - 1.00,,2365355.3503917,2895345.08361
2017-10-10,3220659.531498,2.21,XIV - 1.00,,2417625.1003917,2959326.08361
2017-10-11,3283467.700558,1.95,XIV - 1.00,,2464773.8571657,3017038.95518
2017-10-12,3307905.591492,0.744,XIV - 1.00,,2483118.4703867,3039493.943604
2017-10-13,3368841.414968,1.842,XIV - 1.00,,2528859.7378537,3095485.08465
2017-10-16,3425745.378672,1.689,XIV - 1.00,,2571575.4307137,3147772.478318
2017-10-17,3421107.197751,-0.135,XIV - 1.00,,2568093.7575027,3143510.649906
2017-10-18,3433166.746829,0.353,XIV - 1.00,,2577146.4142907,3154591.301494
2017-10-19,3460685.546829,0.802,XIV - 1.00,,2597804.2042907,3179877.091494
2017-10-20,3518502.268665,1.671,XIV - 1.00,,2641205.0807087,3233001.978312
2017-10-23,3410924.935926,-3.057,XIV - 1.00,,2560451.6110937,3134155.9731
2017-10-24,3369488.239618,-1.215,XIV - 1.00,,2529347.6239417,3096081.326756
2017-10-25,3260934.376837,-3.222,XIV - 1.00,,2447862.9042967,2996337.571505
2017-10-26,3271143.648711,0.313,XIV - 1.00,,2455526.5407427,3005718.538359
2017-10-27,3456141.052455,5.655,XIV - 1.00,,2594394.1936307,3175706.132063
2017-10-30,3429550.681536,-0.769,XIV - 1.00,,2574433.5704207,3151273.503653
2017-10-31,3491394.681536,1.803,XIV - 1.00,,2620857.5704207,3208099.503653
2017-11-01,3470062.579704,-0.611,XIV - 1.00,,2604844.6940067,3188497.926837
2017-11-02,3506855.06154,1.06,XIV - 1.00,,2632463.4504247,3222304.693655
2017-11-03,3512110.54971,0.15,XIV - 1.00,,2636408.4240127,3227133.656843
2017-11-06,3547661.711538,1.012,XIV - 1.00,,2663095.3704247,3259800.613655
2017-11-07,3530351.396983,-0.488,XIV - 1.00,,2650101.0144047,3243894.79164
2017-11-08,3522623.146983,-0.219,XIV - 1.00,,2644299.7644047,3236793.79164
2017-11-09,3478726.717896,-1.246,XIV - 1.00,,2611348.6876097,3196458.720045
2017-11-10,3399579.290647,-2.275,XIV - 1.00,,2551936.2772337,3123731.765272
2017-11-13,3391229.416947,-0.246,XIV - 1.00,,2545668.4043777,3116059.601612
2017-11-14,3364324.790647,-0.793,XIV - 0.55,,2525472.3172337,3091337.795276
2017-11-15,3293052.856627,-2.118,XIV - 0.55,,2471970.1816957,3025848.064016
2017-11-16,3369451.765923,2.32,None - 0.00,,2529317.8737117,3096046.507688
2017-11-17,3369451.765923,0,XIV - 0.55,,2529317.8737117,3096046.507688
2017-11-20,3426146.109199,1.683,XIV - 0.55,,2571875.9211577,3148140.622321
2017-11-21,3495594.384671,2.027,XIV - 1.00,,2624004.2278317,3211951.69842
2017-11-22,3528636.477161,0.945,XIV - 1.00,,2648807.6371017,3242312.52288
2017-11-24,3539551.195658,0.309,XIV - 1.00,,2657000.9835337,3252341.454195
2017-11-27,3550760.347164,0.317,XIV - 1.00,,2665415.2571047,3262641.27288
2017-11-28,3598250.546661,1.337,XIV - 1.00,,2701063.8992467,3306278.739984
2017-11-29,3519209.277168,-2.197,XIV - 1.00,,2641731.3571077,3233650.712884
2017-11-30,3512719.247668,-0.184,XIV - 1.00,,2636859.6549637,3227687.365778
2017-12-01,3407400.707169,-2.998,XIV - 0.55,,2352097.2062597,3130915.402885
2017-12-04,3427850.539629,0.6,XIV - 0.55,,2352097.2062597,3149705.812711
2017-12-05,3436248.475029,0.245,GLD - 1.00,,2357859.2819357,3157422.033355
2017-12-06,3429180.225029,-0.206,GLD - 1.00,,2353009.2819357,3150927.283355
2017-12-07,3384507.248481,-1.303,None - 0.00,,2322355.6631337,3109880.411397
2017-12-08,3384507.248481,0,XIV - 0.55,,2322355.6631337,3109880.411397
2017-12-11,3449283.187827,1.914,XIV - 0.55,,2366804.0244417,3169401.543495
2017-12-12,3443565.2952,-0.166,XIV - 1.00,,2362880.5540217,3164147.759198
2017-12-13,3456912.508752,0.388,XIV - 0.55,,2372038.7005497,3176411.955422
2017-12-14,3470712.457899,0.399,XIV - 1.00,,2381507.1896007,3189092.380052
2017-12-15,3564092.763939,2.691,XIV - 0.55,,2445582.4221507,3274898.084512
2017-12-18,3601833.018567,1.059,XIV - 1.00,,2471477.8921877,3309575.877953
2017-12-19,3590495.454005,-0.315,XIV - 1.00,,2463698.2055437,3299158.098364
2017-12-20,3590231.91584,-0.007,XIV - 0.55,,2463517.3760037,3298915.949499
2017-12-21,3608939.394326,0.521,XIV - 0.55,,2476352.8063537,3316105.106224
2017-12-22,3597243.847643,-0.324,XIV - 0.55,,2468328.1660747,3305358.876025
2017-12-26,3597533.465555,0.008,XIV - 0.55,,2468526.8858107,3305625.009241
2017-12-27,3579147.617647,-0.511,XIV - 0.55,,2455910.6660747,3288730.146029
2017-12-28,3618987.290347,1.113,XIV - 0.55,,2483247.6959597,3325336.612829
2017-12-29,3585418.951533,-0.928,XIV - 0.55,,2460213.2961877,3294492.046353
2018-01-02,3647133.201533,1.721,XIV - 0.55,,2502560.2961877,3351199.796353
2018-01-03,3694812.170169,1.307,XIV - 0.55,,2535277.5658377,3395009.302665
2018-01-04,3696653.478519,0.05,XIV - 0.55,,2536541.0686377,3396701.252505
2018-01-05,3698210.982678,0.042,XIV - 1.00,,2537609.8383537,3398132.365515
2018-01-08,3744535.859886,1.253,XIV - 1.00,,2569396.0913307,3440697.036456
2018-01-09,3704393.99135,-1.072,XIV - 0.55,,2541851.2066447,3403812.443744
2018-01-10,3728031.143042,0.638,XIV - 0.55,,2558070.2272207,3425532.437732
2018-01-11,3739716.7412,0.313,XIV - 0.55,,2566088.8765427,3436270.173606
2018-01-12,3736205.9912,-0.094,XIV - 0.55,,2563679.8765427,3433044.423606
2018-01-16,3637968.46093,-2.629,XIV - 0.55,,2496275.2583277,3342782.489041
2018-01-17,3680674.105309,1.174,GLD - 1.00,,2525577.2881937,3382022.142253
2018-01-18,3672585.803083,-0.22,GLD - 1.00,,2520027.4478357,3374590.155339
2018-01-19,3688762.996419,0.44,GLD - 1.00,,2531127.7083697,3389454.715707
2018-01-22,3695406.891963,0.18,GLD - 1.00,,2535686.6176537,3395559.481875
2018-01-23,3713604.985305,0.492,GLD - 1.00,,2548173.7881907,3412280.862249
2018-01-24,3758375.271957,1.206,GLD - 1.00,,2578894.8476507,3453419.491872
2018-01-25,3733537.583076,-0.661,GLD - 1.00,,2561852.2078337,3430597.645335
2018-01-26,3736426.056374,0.077,GLD - 1.00,,2563834.1267417,3433251.704569
2018-01-29,3715630.036427,-0.557,GLD - 1.00,,2549564.9883797,3414143.385718
2018-01-30,3699743.980847,-0.428,GLD - 1.00,,2538664.6374747,3399545.968423
2018-01-31,3724297.051961,0.664,GLD - 1.00,,2555511.6176547,3422106.641881
2018-02-01,3736428.476381,0.326,GLD - 1.00,,2563835.6967497,3433253.574581
2018-02-02,3687904.805317,-1.299,GLD - 1.00,,2530541.2982057,3388667.842269
2018-02-05,3697148.325317,0.251,None - 0.00,,2536884.0182057,3397161.602269
2018-02-06,3697148.325317,0,VXX - 1.00,,2536884.0182057,3397161.602269
2018-02-07,3841403.259959,3.902,VXX - 1.00,,2635867.2596357,3529711.603837
2018-02-08,4751831.850611,23.7,VXX - 1.00,,3260574.5367317,4366261.100641
2018-02-09,4308142.785128,-9.337,VXX - 1.00,,2956128.0114267,3958573.155888
2018-02-12,4130822.955628,-4.116,VXX - 1.00,,2834456.4484187,3795642.752552
2018-02-13,4133381.480341,0.062,VXX - 1.00,,2836212.0198977,3797993.654186
2018-02-14,3652368.440341,-11.637,GLD - 1.00,,2506153.5798977,3356009.414186
2018-02-15,3656598.394123,0.116,GLD - 1.00,,2509055.9540297,3359896.147376
